id,task_id,worker_id
3501,778,84
3502,1824,29
3503,484,115
3504,6497,144
3505,8082,91
3506,1201,193
3507,6456,173
3508,9722,92
3509,7217,162
3510,4856,187
3511,1000,196
3512,7262,125
3513,1031,77
3514,8855,116
3515,2433,95
3516,3993,126
3517,5276,175
3518,7145,127
3519,9687,44
3520,4750,125
3521,4751,94
3522,2530,75
3523,2656,133
3524,7165,49
3525,9404,62
3526,6649,77
3527,4524,4
3528,5435,84
3529,8231,83
3530,5235,51
3531,3783,75
3532,3952,91
3533,9946,70
3534,3005,140
3535,6412,140
3536,889,50
3537,712,88
3538,8589,198
3539,7617,165
3540,1644,165
3541,6834,56
3542,9008,124
3543,7621,97
3544,3296,47
3545,3881,111
3546,5826,81
3547,7246,144
3548,5788,28
3549,5342,187
3550,4976,66
3551,7704,55
3552,9338,130
3553,1961,75
3554,2307,82
3555,3866,16
3556,8098,117
3557,4779,182
3558,8773,60
3559,6433,139
3560,4374,91
3561,1925,182
3562,2907,50
3563,5842,40
3564,1820,100
3565,743,55
3566,893,42
3567,8544,27
3568,9907,182
3569,8092,194
3570,9129,2
3571,2405,25
3572,3906,198
3573,4243,7
3574,3947,119
3575,5475,132
3576,4230,113
3577,9415,155
3578,1807,48
3579,745,71
3580,8388,172
3581,6308,39
3582,9009,88
3583,5261,177
3584,8219,100
3585,8002,145
3586,6258,36
3587,3780,3
3588,1651,167
3589,9668,152
3590,4727,43
3591,778,163
3592,8391,65
3593,1321,118
3594,1146,144
3595,354,71
3596,4957,185
3597,7241,115
3598,7393,35
3599,8165,194
3600,1701,106
3601,4539,166
3602,1028,199
3603,8746,25
3604,2845,37
3605,1955,194
3606,7878,150
3607,9436,92
3608,2170,152
3609,1708,28
3610,9368,167
3611,8009,61
3612,7408,154
3613,9415,56
3614,3032,168
3615,6551,130
3616,7018,197
3617,6534,26
3618,7232,86
3619,1574,76
3620,7025,110
3621,5434,25
3622,2499,26
3623,3330,108
3624,3708,18
3625,1381,39
3626,7581,88
3627,4346,104
3628,1433,165
3629,5935,168
3630,3043,27
3631,9849,95
3632,2004,189
3633,6900,95
3634,140,173
3635,2917,18
3636,6491,64
3637,1198,3
3638,5747,180
3639,3683,124
3640,5481,167
3641,1190,71
3642,755,191
3643,690,192
3644,418,102
3645,1628,176
3646,9755,34
3647,8936,120
3648,6346,186
3649,7273,155
3650,4637,190
3651,9885,128
3652,1552,13
3653,2069,66
3654,8240,134
3655,2047,79
3656,3799,122
3657,1742,150
3658,9912,62
3659,3452,59
3660,7030,192
3661,6275,19
3662,8700,119
3663,7756,143
3664,8176,116
3665,7030,78
3666,3931,165
3667,2701,13
3668,44,132
3669,5248,167
3670,6192,149
3671,2356,27
3672,4816,157
3673,8132,51
3674,3158,150
3675,1120,136
3676,7698,129
3677,7731,174
3678,4843,34
3679,3893,67
3680,9472,145
3681,5514,168
3682,3406,31
3683,5616,174
3684,1320,91
3685,5472,195
3686,1803,132
3687,7812,8
3688,4553,149
3689,3707,118
3690,2587,145
3691,5662,4
3692,6502,51
3693,3008,88
3694,9987,175
3695,2113,196
3696,6486,185
3697,774,90
3698,9921,82
3699,6687,13
3700,3694,180
3701,838,42
3702,3828,83
3703,740,54
3704,6854,52
3705,9201,103
3706,4146,135
3707,3970,110
3708,2730,119
3709,2273,122
3710,7094,92
3711,3885,45
3712,321,7
3713,5214,143
3714,4240,114
3715,3750,119
3716,6464,25
3717,8260,41
3718,3872,72
3719,8072,187
3720,3292,51
3721,6156,3
3722,2854,192
3723,3170,192
3724,3661,27
3725,3591,32
3726,7268,150
3727,7421,184
3728,7762,143
3729,1848,21
3730,8230,56
3731,7842,167
3732,4259,167
3733,2679,112
3734,6549,129
3735,2347,109
3736,924,83
3737,869,109
3738,7400,98
3739,5838,108
3740,5015,135
3741,3649,70
3742,5030,112
3743,1170,73
3744,382,198
3745,2860,196
3746,5166,135
3747,5229,157
3748,1028,26
3749,835,82
3750,707,87
3751,168,118
3752,684,13
3753,8796,122
3754,5285,181
3755,8275,107
3756,2453,153
3757,937,24
3758,668,172
3759,5645,47
3760,5814,102
3761,3712,21
3762,7685,26
3763,7864,10
3764,3561,130
3765,6756,158
3766,6513,168
3767,180,89
3768,3378,11
3769,3994,145
3770,9425,152
3771,8073,46
3772,6333,62
3773,8081,175
3774,1182,137
3775,6824,11
3776,3581,40
3777,5875,12
3778,6583,40
3779,7965,2
3780,7135,36
3781,6539,150
3782,1998,15
3783,2462,165
3784,1494,33
3785,2903,60
3786,5623,156
3787,8124,175
3788,7058,93
3789,8002,57
3790,5810,175
3791,2915,8
3792,8147,38
3793,1158,135
3794,935,172
3795,1088,18
3796,6890,137
3797,9119,181
3798,2766,54
3799,4705,199
3800,9603,127
3801,6612,32
3802,2588,100
3803,5885,88
3804,2827,150
3805,4256,96
3806,34,122
3807,8528,31
3808,1623,172
3809,5388,146
3810,7947,68
3811,684,177
3812,1661,107
3813,5452,24
3814,4691,77
3815,6099,174
3816,2461,100
3817,1011,54
3818,9956,97
3819,1873,63
3820,8361,88
3821,7129,171
3822,5160,23
3823,8525,68
3824,1638,196
3825,6163,51
3826,3205,21
3827,3686,163
3828,37,8
3829,1100,114
3830,1269,50
3831,8697,106
3832,627,151
3833,3039,51
3834,6096,162
3835,6876,76
3836,7228,129
3837,9420,45
3838,9848,182
3839,5867,195
3840,4664,25
3841,9661,127
3842,7788,136
3843,6035,152
3844,7728,35
3845,5060,152
3846,4601,27
3847,5527,173
3848,8202,101
3849,4253,181
3850,4822,147
3851,2964,73
3852,2379,123
3853,3724,177
3854,7077,63
3855,2374,19
3856,9271,38
3857,994,56
3858,1769,3
3859,1839,195
3860,1671,190
3861,6655,187
3862,5087,197
3863,9334,96
3864,3708,66
3865,4950,108
3866,3113,98
3867,8353,3
3868,5331,176
3869,5287,16
3870,1642,96
3871,4442,89
3872,5575,147
3873,7585,184
3874,2668,87
3875,1244,169
3876,4999,42
3877,5449,19
3878,8901,12
3879,224,146
3880,2710,89
3881,4367,1
3882,3751,107
3883,4221,125
3884,7916,98
3885,1908,82
3886,5050,35
3887,4307,157
3888,9024,42
3889,1509,119
3890,6136,28
3891,4396,137
3892,891,181
3893,5382,34
3894,4700,131
3895,7274,120
3896,3355,80
3897,7540,130
3898,4470,25
3899,3165,56
3900,8256,25
3901,2734,41
3902,6961,48
3903,9160,137
3904,7090,75
3905,7330,161
3906,1458,173
3907,8506,150
3908,4594,133
3909,2777,65
3910,2216,200
3911,9990,179
3912,4444,149
3913,3107,156
3914,6991,81
3915,7543,155
3916,1400,188
3917,8468,193
3918,5439,54
3919,9770,68
3920,3001,21
3921,8,120
3922,6326,43
3923,7161,58
3924,7265,119
3925,4025,97
3926,3646,95
3927,8565,96
3928,755,89
3929,4713,26
3930,3307,27
3931,9637,141
3932,7865,178
3933,1483,82
3934,9262,98
3935,9507,14
3936,6835,185
3937,3616,35
3938,3339,118
3939,9478,19
3940,3536,146
3941,6467,136
3942,8852,98
3943,1801,113
3944,5517,187
3945,7648,1
3946,7959,100
3947,1855,122
3948,6238,149
3949,8235,158
3950,6559,33
3951,3916,77
3952,642,160
3953,3421,73
3954,4416,107
3955,3368,18
3956,8512,24
3957,1681,98
3958,3376,5
3959,2268,134
3960,9222,81
3961,7250,7
3962,5103,68
3963,6986,51
3964,9485,61
3965,206,42
3966,9286,159
3967,4434,106
3968,939,160
3969,3547,166
3970,1935,85
3971,6975,175
3972,4780,35
3973,6280,76
3974,245,188
3975,4566,125
3976,7863,48
3977,7637,151
3978,8683,147
3979,1511,67
3980,4952,101
3981,7720,67
3982,210,61
3983,1465,53
3984,1106,168
3985,7781,130
3986,3335,106
3987,9297,150
3988,961,73
3989,9483,114
3990,1487,156
3991,5062,113
3992,8623,126
3993,5561,160
3994,7121,133
3995,8499,7
3996,4807,184
3997,6749,84
3998,249,147
3999,5411,46
4000,8812,48
4001,9126,149
4002,490,126
4003,455,170
4004,7785,120
4005,7065,125
4006,6403,36
4007,3537,151
4008,4286,124
4009,7118,35
4010,4124,144
4011,85,84
4012,7646,26
4013,90,61
4014,5906,47
4015,4112,101
4016,5902,58
4017,9570,167
4018,6192,102
4019,4817,147
4020,2158,117
4021,4170,102
4022,9683,134
4023,200,178
4024,6646,134
4025,4435,148
4026,3812,166
4027,944,119
4028,7477,87
4029,9449,75
4030,4559,174
4031,1279,190
4032,161,21
4033,1797,42
4034,1854,94
4035,6311,100
4036,7466,10
4037,5933,160
4038,1866,182
4039,8658,121
4040,753,132
4041,7426,102
4042,6858,74
4043,4266,72
4044,5834,39
4045,3274,32
4046,4407,186
4047,1560,20
4048,121,36
4049,5536,87
4050,64,33
4051,7511,29
4052,8984,76
4053,5553,137
4054,1505,35
4055,7483,138
4056,5058,162
4057,4208,17
4058,6609,45
4059,7636,105
4060,3194,126
4061,8842,54
4062,4264,14
4063,5502,170
4064,8841,10
4065,4990,128
4066,9752,8
4067,7875,42
4068,2234,58
4069,5694,48
4070,6012,176
4071,9736,200
4072,1293,69
4073,5456,23
4074,5453,163
4075,2834,49
4076,3115,148
4077,9507,41
4078,4821,1
4079,8009,66
4080,3380,53
4081,714,33
4082,6825,141
4083,5783,83
4084,7766,178
4085,7976,49
4086,8888,64
4087,5854,56
4088,6867,116
4089,6799,6
4090,532,48
4091,132,31
4092,8851,3
4093,4605,135
4094,5531,16
4095,4695,87
4096,1636,132
4097,3366,118
4098,3063,137
4099,3806,187
4100,6403,75
4101,3828,173
4102,9052,90
4103,1853,64
4104,2434,45
4105,6192,97
4106,4176,102
4107,3411,132
4108,2205,111
4109,2976,61
4110,4426,92
4111,8539,93
4112,3334,28
4113,3344,31
4114,3180,181
4115,5887,40
4116,164,193
4117,4742,191
4118,8398,174
4119,8643,85
4120,4227,89
4121,3104,108
4122,5439,70
4123,5342,55
4124,1470,74
4125,6127,147
4126,9677,31
4127,3763,26
4128,1868,103
4129,9331,151
4130,5762,21
4131,8525,169
4132,2469,129
4133,7720,185
4134,6256,121
4135,5593,106
4136,328,96
4137,7102,138
4138,4295,131
4139,1519,92
4140,956,110
4141,9436,194
4142,5119,22
4143,5067,122
4144,4640,23
4145,4410,149
4146,5774,175
4147,1407,52
4148,6475,83
4149,6161,103
4150,5660,41
4151,8075,141
4152,2493,27
4153,9803,2
4154,8637,145
4155,9016,193
4156,8685,80
4157,8733,75
4158,1272,41
4159,7373,176
4160,6796,123
4161,622,161
4162,7722,39
4163,1233,24
4164,4367,186
4165,9547,158
4166,177,112
4167,9189,78
4168,4737,122
4169,4973,4
4170,2132,24
4171,8753,22
4172,6852,7
4173,7228,107
4174,884,7
4175,6352,173
4176,9888,126
4177,4293,152
4178,7628,65
4179,5052,106
4180,6449,178
4181,1508,54
4182,4984,37
4183,3598,112
4184,937,27
4185,7217,167
4186,5298,78
4187,4660,177
4188,4876,134
4189,3340,67
4190,4461,189
4191,4389,48
4192,3488,79
4193,1831,91
4194,2882,124
4195,2235,73
4196,518,102
4197,9451,105
4198,8636,159
4199,1602,147
4200,5531,185
4201,5990,194
4202,1221,109
4203,1873,31
4204,7836,5
4205,9322,89
4206,9746,59
4207,1761,150
4208,8925,33
4209,5577,40
4210,6456,198
4211,293,89
4212,8110,34
4213,9393,156
4214,1127,7
4215,2853,153
4216,1676,80
4217,9229,77
4218,7953,64
4219,501,91
4220,9589,183
4221,7135,179
4222,9496,89
4223,7751,54
4224,3141,55
4225,8938,3
4226,9376,21
4227,209,111
4228,3410,185
4229,3438,179
4230,8492,1
4231,1289,51
4232,6962,78
4233,8290,3
4234,8807,116
4235,7641,79
4236,8430,54
4237,1541,185
4238,3890,127
4239,2720,187
4240,2352,27
4241,4887,21
4242,1576,7
4243,8586,56
4244,6928,145
4245,9085,12
4246,3503,60
4247,9895,106
4248,1263,138
4249,5283,151
4250,5286,177
4251,9039,110
4252,6211,174
4253,2148,35
4254,1855,164
4255,836,133
4256,3627,113
4257,6019,132
4258,1765,54
4259,9821,179
4260,7134,121
4261,310,170
4262,9992,34
4263,2763,24
4264,8508,14
4265,3480,88
4266,6885,69
4267,4914,80
4268,691,30
4269,937,143
4270,5010,109
4271,9498,139
4272,7795,50
4273,7572,84
4274,3022,163
4275,5103,7
4276,3747,119
4277,1552,112
4278,6726,136
4279,5604,2
4280,4212,29
4281,8478,69
4282,4709,11
4283,6235,157
4284,7482,24
4285,6895,66
4286,386,68
4287,5532,122
4288,6115,138
4289,2055,111
4290,225,64
4291,1894,192
4292,6586,62
4293,1030,33
4294,6259,50
4295,1741,81
4296,1319,21
4297,4291,149
4298,1555,14
4299,1524,105
4300,1504,79
4301,7488,50
4302,957,106
4303,7478,27
4304,2532,153
4305,2764,71
4306,5221,109
4307,9493,70
4308,8449,16
4309,5019,172
4310,324,108
4311,8866,122
4312,6955,93
4313,3655,122
4314,9256,87
4315,886,176
4316,3392,12
4317,1550,119
4318,7335,89
4319,6192,32
4320,6202,15
4321,2687,196
4322,9166,140
4323,2265,132
4324,3444,76
4325,776,13
4326,3519,81
4327,3042,139
4328,8497,73
4329,223,143
4330,417,177
4331,6477,112
4332,3272,127
4333,2503,149
4334,5855,114
4335,1201,138
4336,6491,181
4337,6407,172
4338,1822,41
4339,7575,159
4340,9456,184
4341,2262,56
4342,4923,60
4343,5380,159
4344,6133,142
4345,9378,59
4346,5291,68
4347,7742,15
4348,3829,128
4349,8168,134
4350,4507,169
4351,2631,162
4352,7916,74
4353,6437,96
4354,8724,167
4355,1833,30
4356,6925,37
4357,4277,163
4358,885,10
4359,3220,53
4360,8066,166
4361,3412,150
4362,1637,38
4363,8680,139
4364,9332,55
4365,767,23
4366,2793,23
4367,8186,191
4368,3714,49
4369,3353,6
4370,6953,29
4371,2281,190
4372,4254,8
4373,7891,27
4374,7355,121
4375,5690,126
4376,8128,30
4377,2562,123
4378,6646,148
4379,8755,41
4380,6226,61
4381,2530,106
4382,2629,118
4383,9687,6
4384,7008,20
4385,9451,108
4386,5135,31
4387,8725,145
4388,4276,134
4389,9209,168
4390,3235,162
4391,4189,163
4392,28,84
4393,9122,181
4394,136,30
4395,9570,140
4396,1167,99
4397,9761,60
4398,1165,16
4399,1102,119
4400,2435,66
4401,7720,58
4402,5947,89
4403,5933,107
4404,7124,3
4405,2476,163
4406,2762,129
4407,5430,59
4408,9781,170
4409,4115,64
4410,738,166
4411,8163,79
4412,2905,109
4413,4389,180
4414,6566,52
4415,6885,75
4416,3988,68
4417,2250,90
4418,8979,108
4419,8351,126
4420,4292,31
4421,7239,105
4422,6219,197
4423,4343,98
4424,977,172
4425,5295,195
4426,4395,35
4427,2971,61
4428,182,185
4429,3929,146
4430,9663,124
4431,709,163
4432,9195,166
4433,6475,40
4434,2900,148
4435,7722,190
4436,8291,72
4437,3532,38
4438,114,72
4439,6414,56
4440,3087,129
4441,3539,165
4442,9053,87
4443,9668,99
4444,8589,60
4445,4506,89
4446,5275,90
4447,8240,5
4448,5431,101
4449,5098,114
4450,396,200
4451,776,171
4452,8419,184
4453,8246,69
4454,5104,174
4455,5058,162
4456,1060,84
4457,6030,133
4458,5689,110
4459,1520,80
4460,2334,120
4461,1238,153
4462,6087,144
4463,7038,191
4464,8098,122
4465,9251,156
4466,3918,17
4467,4245,101
4468,7858,136
4469,8647,48
4470,8945,2
4471,3296,9
4472,3423,100
4473,1309,162
4474,5961,169
4475,733,28
4476,8982,119
4477,3117,9
4478,7796,127
4479,8553,185
4480,6405,74
4481,5058,177
4482,9046,189
4483,7254,7
4484,2876,98
4485,5577,73
4486,4691,146
4487,8017,43
4488,3218,6
4489,1932,136
4490,496,155
4491,8582,65
4492,1817,148
4493,2363,34
4494,9422,187
4495,6181,101
4496,9274,62
4497,7540,51
4498,1308,40
4499,4594,19
4500,9394,111
4501,1774,163
4502,8324,162
4503,4234,162
4504,3807,173
4505,9343,193
4506,2963,141
4507,7751,185
4508,390,39
4509,9876,43
4510,7792,39
4511,516,21
4512,1358,29
4513,1284,170
4514,1474,101
4515,6993,60
4516,4085,140
4517,7323,9
4518,7016,77
4519,8475,5
4520,283,53
4521,8486,169
4522,5527,156
4523,3317,121
4524,4520,110
4525,886,131
4526,5144,184
4527,9591,15
4528,9275,136
4529,2578,122
4530,3212,177
4531,6053,25
4532,976,42
4533,2796,12
4534,5556,164
4535,1696,45
4536,7898,29
4537,799,160
4538,8785,34
4539,7963,92
4540,9523,153
4541,4912,4
4542,1059,37
4543,7406,185
4544,7761,105
4545,5627,93
4546,9486,42
4547,437,123
4548,2987,64
4549,6274,176
4550,9917,104
4551,116,73
4552,9252,35
4553,7924,84
4554,8617,150
4555,6023,178
4556,9624,188
4557,8953,55
4558,2651,30
4559,871,78
4560,9238,32
4561,5672,120
4562,5102,106
4563,3868,149
4564,8747,120
4565,9054,17
4566,9498,40
4567,8545,52
4568,8785,176
4569,7325,77
4570,8292,29
4571,2078,45
4572,9144,176
4573,5742,170
4574,7985,11
4575,1734,107
4576,3863,41
4577,6129,112
4578,2700,79
4579,5194,164
4580,3589,165
4581,3585,26
4582,6350,2
4583,8662,139
4584,8802,104
4585,607,128
4586,6307,120
4587,1632,154
4588,1660,37
4589,8464,163
4590,5869,164
4591,410,34
4592,5965,148
4593,3289,145
4594,7812,99
4595,6790,161
4596,3638,22
4597,2828,8
4598,3196,143
4599,1034,62
4600,8401,78
4601,4473,90
4602,8298,166
4603,1637,196
4604,2811,87
4605,8403,121
4606,5790,169
4607,4312,112
4608,2155,11
4609,3351,145
4610,8557,37
4611,7124,30
4612,2633,92
4613,3080,158
4614,2567,136
4615,4275,100
4616,4719,105
4617,920,80
4618,6184,34
4619,9273,123
4620,2731,60
4621,2521,157
4622,538,73
4623,3929,70
4624,3323,15
4625,3047,134
4626,2516,178
4627,4625,76
4628,368,196
4629,8816,43
4630,5547,47
4631,4797,2
4632,8078,67
4633,8142,17
4634,979,73
4635,4416,116
4636,5480,175
4637,318,46
4638,8322,131
4639,5336,168
4640,3357,156
4641,1833,162
4642,1730,174
4643,848,116
4644,4401,195
4645,5010,72
4646,1151,34
4647,2136,159
4648,3965,72
4649,9057,157
4650,5919,87
4651,6473,200
4652,8628,193
4653,6917,143
4654,8728,177
4655,8111,7
4656,4844,46
4657,2943,96
4658,530,85
4659,2854,76
4660,2962,4
4661,8798,186
4662,1869,181
4663,7644,13
4664,347,34
4665,5362,148
4666,1903,97
4667,7917,29
4668,7738,99
4669,7987,122
4670,3959,99
4671,6174,86
4672,2819,177
4673,7735,59
4674,5763,80
4675,9273,24
4676,3485,182
4677,1078,60
4678,9426,167
4679,7853,89
4680,1823,135
4681,6903,78
4682,9251,156
4683,542,90
4684,1308,150
4685,1483,93
4686,5999,166
4687,7847,67
4688,4386,67
4689,1835,60
4690,109,131
4691,6737,93
4692,781,97
4693,7585,89
4694,4298,165
4695,6078,85
4696,4093,50
4697,7651,53
4698,859,35
4699,9297,169
4700,1221,69
4701,3618,121
4702,5027,141
4703,588,91
4704,4129,48
4705,2102,121
4706,2098,57
4707,3681,37
4708,6427,81
4709,9443,181
4710,8038,108
4711,5325,70
4712,1395,162
4713,1852,162
4714,1327,146
4715,9344,100
4716,3347,81
4717,646,198
4718,8810,163
4719,8031,117
4720,1864,55
4721,9712,14
4722,8540,67
4723,5942,133
4724,831,148
4725,873,21
4726,4710,40
4727,3427,130
4728,1338,177
4729,1538,3
4730,9670,79
4731,1151,128
4732,3834,182
4733,5177,196
4734,213,173
4735,3163,14
4736,4162,50
4737,4754,137
4738,8617,131
4739,5044,195
4740,871,160
4741,136,184
4742,9912,170
4743,5135,123
4744,453,54
4745,5777,32
4746,3443,99
4747,2565,89
4748,4900,189
4749,7780,72
4750,7081,26
4751,563,194
4752,872,114
4753,2450,98
4754,5889,132
4755,9395,177
4756,4933,172
4757,1679,9
4758,6095,120
4759,6409,85
4760,1730,120
4761,2052,64
4762,7309,135
4763,4579,19
4764,7254,7
4765,397,197
4766,1941,131
4767,9815,117
4768,7795,171
4769,7080,44
4770,5554,147
4771,1873,140
4772,6734,108
4773,6950,113
4774,4804,192
4775,5790,125
4776,4633,111
4777,1715,14
4778,1080,49
4779,2957,51
4780,3462,189
4781,2235,33
4782,9972,90
4783,1826,8
4784,5037,191
4785,2316,101
4786,8082,129
4787,6628,38
4788,8936,140
4789,9735,153
4790,3841,138
4791,3172,195
4792,2358,12
4793,1842,10
4794,9626,34
4795,272,79
4796,755,38
4797,4057,94
4798,7919,104
4799,9680,116
4800,1217,120
4801,2125,154
4802,151,135
4803,5710,81
4804,404,164
4805,3803,154
4806,2949,115
4807,7409,139
4808,8426,140
4809,572,36
4810,4265,26
4811,6941,126
4812,8561,169
4813,3641,15
4814,660,80
4815,1267,113
4816,4293,154
4817,886,99
4818,1655,36
4819,5509,23
4820,5897,85
4821,9060,168
4822,6437,161
4823,4060,141
4824,4885,55
4825,5798,61
4826,3637,75
4827,5906,175
4828,7704,64
4829,5065,21
4830,3365,105
4831,2711,180
4832,8373,150
4833,4600,105
4834,1356,192
4835,5845,60
4836,4002,20
4837,8991,21
4838,2257,81
4839,2949,30
4840,7653,50
4841,6518,87
4842,5929,169
4843,3122,93
4844,1228,170
4845,7905,22
4846,1684,169
4847,4856,63
4848,5377,71
4849,2580,98
4850,3754,86
4851,3487,49
4852,1085,76
4853,3206,131
4854,1120,56
4855,820,136
4856,9387,24
4857,250,31
4858,1641,174
4859,9907,87
4860,4718,97
4861,2049,39
4862,9880,47
4863,6292,182
4864,1009,67
4865,5327,110
4866,982,129
4867,9832,8
4868,5619,151
4869,2354,182
4870,423,150
4871,7329,105
4872,7374,154
4873,7718,28
4874,3940,129
4875,8794,11
4876,4919,102
4877,5989,77
4878,4074,137
4879,3375,190
4880,763,165
4881,4722,19
4882,3528,7
4883,9051,150
4884,6227,165
4885,3179,71
4886,7457,104
4887,7350,68
4888,3545,41
4889,2113,157
4890,2503,124
4891,7731,27
4892,2521,68
4893,2995,200
4894,1875,52
4895,702,20
4896,5619,50
4897,5089,58
4898,909,119
4899,4005,75
4900,5257,95
4901,9413,155
4902,4282,25
4903,4245,5
4904,1980,88
4905,1821,66
4906,2054,139
4907,4888,189
4908,6697,140
4909,3255,170
4910,6559,121
4911,6401,83
4912,8426,156
4913,3338,166
4914,3934,112
4915,2235,121
4916,9997,40
4917,6092,188
4918,321,155
4919,3149,84
4920,9798,151
4921,5654,192
4922,8376,21
4923,1631,126
4924,2374,138
4925,3462,89
4926,4106,200
4927,4513,10
4928,64,100
4929,8581,155
4930,1494,120
4931,8166,181
4932,2911,61
4933,6635,128
4934,8408,32
4935,1,72
4936,414,154
4937,6439,105
4938,13,68
4939,141,184
4940,7658,85
4941,590,124
4942,2487,9
4943,6610,200
4944,9634,51
4945,9781,84
4946,7814,116
4947,8107,174
4948,6708,104
4949,2512,44
4950,1644,70
4951,7416,146
4952,2827,76
4953,4245,1
4954,4001,46
4955,3662,15
4956,2211,99
4957,9901,86
4958,2092,120
4959,1128,109
4960,7120,102
4961,5928,134
4962,8234,164
4963,9184,14
4964,9248,74
4965,1291,105
4966,584,109
4967,2646,83
4968,1173,36
4969,9291,33
4970,857,100
4971,8183,66
4972,1884,129
4973,7271,15
4974,8146,133
4975,1542,78
4976,1245,131
4977,6473,71
4978,9955,189
4979,2013,132
4980,1258,45
4981,1363,33
4982,3003,29
4983,1577,124
4984,5004,188
4985,6629,93
4986,1098,40
4987,149,29
4988,661,15
4989,526,112
4990,2572,169
4991,3911,158
4992,2065,87
4993,1848,130
4994,2248,190
4995,1537,119
4996,8216,137
4997,1254,114
4998,2484,116
4999,4792,105
5000,4499,154
5001,2226,98
5002,9550,102
5003,9015,66
5004,1514,107
5005,4223,196
5006,88,36
5007,7607,62
5008,9393,97
5009,7514,40
5010,8227,34
5011,960,145
5012,3945,64
5013,7800,185
5014,290,29
5015,705,118
5016,2407,133
5017,7697,196
5018,5284,70
5019,242,200
5020,5415,46
5021,3759,8
5022,5400,142
5023,1438,183
5024,874,91
5025,5337,29
5026,6027,197
5027,3204,157
5028,6355,62
5029,4719,184
5030,2584,23
5031,4485,62
5032,4805,103
5033,738,191
5034,9963,34
5035,3306,6
5036,2979,138
5037,4897,12
5038,8536,194
5039,9194,100
5040,2555,145
5041,392,154
5042,3843,38
5043,8636,87
5044,7679,141
5045,5248,91
5046,6928,103
5047,6928,88
5048,1998,36
5049,3765,118
5050,3074,73
5051,7322,96
5052,3612,98
5053,4672,33
5054,6423,17
5055,2500,165
5056,2343,72
5057,2121,166
5058,3325,191
5059,3819,88
5060,1932,183
5061,6419,99
5062,706,59
5063,3635,97
5064,9751,49
5065,7458,70
5066,6402,76
5067,3212,130
5068,8998,21
5069,1837,129
5070,2892,169
5071,97,102
5072,5350,49
5073,3707,136
5074,32,62
5075,1323,165
5076,9934,89
5077,624,112
5078,3071,153
5079,5257,164
5080,7845,10
5081,274,199
5082,9785,184
5083,594,156
5084,3685,70
5085,692,54
5086,9287,193
5087,8668,124
5088,500,95
5089,5637,20
5090,4862,113
5091,6909,17
5092,8966,182
5093,9587,158
5094,2668,78
5095,87,134
5096,1160,190
5097,8927,180
5098,5911,53
5099,3754,152
5100,3336,194
5101,4471,133
5102,524,180
5103,8953,126
5104,4265,87
5105,6975,60
5106,1459,188
5107,5413,63
5108,8881,152
5109,3451,56
5110,3968,31
5111,7786,101
5112,7234,172
5113,2509,172
5114,2772,168
5115,4731,52
5116,6529,180
5117,5581,158
5118,9672,174
5119,39,25
5120,1621,91
5121,6763,113
5122,9898,101
5123,8052,37
5124,1310,90
5125,8294,179
5126,8035,8
5127,7099,33
5128,7678,76
5129,6443,34
5130,9318,167
5131,9626,109
5132,4047,93
5133,628,161
5134,627,128
5135,5127,50
5136,6049,101
5137,5942,112
5138,9596,181
5139,4919,16
5140,4321,56
5141,8034,48
5142,7380,148
5143,8570,89
5144,320,43
5145,3891,71
5146,1606,134
5147,9317,103
5148,2546,116
5149,735,43
5150,5063,124
5151,3828,181
5152,4961,173
5153,4973,37
5154,9401,36
5155,2522,154
5156,47,86
5157,6678,82
5158,7616,65
5159,7352,70
5160,7700,166
5161,8287,25
5162,7596,132
5163,1340,92
5164,1174,154
5165,5838,141
5166,5734,147
5167,4707,156
5168,6711,2
5169,3284,179
5170,5383,81
5171,2532,45
5172,2442,111
5173,4888,109
5174,6954,34
5175,6386,146
5176,7651,74
5177,1044,95
5178,324,115
5179,3103,180
5180,5886,128
5181,3878,34
5182,1738,11
5183,842,172
5184,4424,4
5185,2271,97
5186,802,144
5187,9748,135
5188,822,13
5189,4587,57
5190,5891,62
5191,613,162
5192,5733,154
5193,8638,35
5194,2826,115
5195,7698,56
5196,731,187
5197,4483,157
5198,6990,144
5199,2277,195
5200,646,133
5201,9266,132
5202,4192,11
5203,7531,94
5204,7417,47
5205,8186,36
5206,8417,133
5207,170,126
5208,7929,163
5209,6692,1
5210,5784,108
5211,602,125
5212,1203,6
5213,1173,62
5214,2842,75
5215,6890,73
5216,3525,102
5217,3618,137
5218,829,6
5219,376,163
5220,8493,155
5221,8686,118
5222,335,61
5223,5077,120
5224,5660,72
5225,7393,78
5226,9327,80
5227,6781,5
5228,1680,27
5229,8577,166
5230,9615,13
5231,3858,40
5232,2089,31
5233,1794,61
5234,1979,16
5235,2209,170
5236,9185,102
5237,1473,195
5238,8279,123
5239,4834,58
5240,5062,125
5241,6360,61
5242,3922,68
5243,1535,166
5244,6505,96
5245,6786,125
5246,5459,108
5247,4344,80
5248,1725,178
5249,7173,85
5250,5074,157
5251,3995,11
5252,6366,166
5253,9673,151
5254,1376,129
5255,834,79
5256,1757,137
5257,6837,70
5258,7599,140
5259,7277,171
5260,524,143
5261,1563,41
5262,8901,77
5263,7338,125
5264,9981,99
5265,3818,98
5266,6807,144
5267,9433,189
5268,8509,14
5269,5680,12
5270,4325,134
5271,9123,17
5272,2524,191
