id,name,description,price,begin_dttm,end_dttm,location,user_id,category_id,status_id,type_of_payment_id
2882,Task #2882,Task #2882 description,94115,2018-09-07 19:20:22,2018-09-27 02:55:39,\N,96,9,2,5
2883,Task #2883,Task #2883 description,23581,2018-05-20 15:24:46,2018-05-21 23:31:26,\N,43,19,2,3
2884,Task #2884,Task #2884 description,15740,2017-08-01 10:34:49,2017-08-07 17:46:19,\N,71,5,3,5
2885,Task #2885,Task #2885 description,43813,2018-08-20 14:39:07,2018-08-27 15:27:27,\N,59,5,1,1
2886,Task #2886,Task #2886 description,74260,2018-08-29 17:56:15,2018-09-09 10:36:45,\N,129,18,5,5
2887,Task #2887,Task #2887 description,53142,2018-03-28 01:48:34,2018-06-06 13:44:46,\N,62,18,2,3
2888,Task #2888,Task #2888 description,55282,2017-11-14 01:59:12,2018-08-30 22:52:44,\N,56,2,5,5
2889,Task #2889,Task #2889 description,3817,2018-07-06 14:28:59,2018-09-20 19:26:51,\N,163,18,3,1
2890,Task #2890,Task #2890 description,50114,2018-08-24 02:19:19,2018-09-13 16:28:08,\N,141,1,5,1
2891,Task #2891,Task #2891 description,26904,2018-06-02 01:22:31,2018-09-11 00:31:48,\N,50,9,5,2
2892,Task #2892,Task #2892 description,61549,2017-07-10 05:22:57,2017-07-27 19:48:14,\N,105,5,1,2
2893,Task #2893,Task #2893 description,46520,2017-11-11 19:58:15,2018-09-12 13:48:38,\N,36,20,1,1
2894,Task #2894,Task #2894 description,5964,2018-02-16 01:12:50,2018-06-10 17:04:44,\N,174,2,4,1
2895,Task #2895,Task #2895 description,95921,2017-09-04 16:10:42,2018-07-21 14:21:15,\N,143,18,1,1
2896,Task #2896,Task #2896 description,35409,2018-03-23 22:44:57,2018-07-06 02:22:35,\N,72,4,1,3
2897,Task #2897,Task #2897 description,64158,2018-06-03 19:10:38,2018-09-30 17:28:37,\N,80,20,5,2
2898,Task #2898,Task #2898 description,85971,2018-06-01 01:14:13,2018-07-02 06:42:44,\N,147,19,2,4
2899,Task #2899,Task #2899 description,75201,2018-03-17 06:02:52,2018-06-09 08:45:10,\N,183,7,4,5
2900,Task #2900,Task #2900 description,10841,2018-08-11 15:57:43,2018-08-13 15:12:08,\N,69,3,1,1
2901,Task #2901,Task #2901 description,62399,2017-11-11 17:38:20,2018-07-10 20:27:22,\N,111,18,4,3
2902,Task #2902,Task #2902 description,69795,2018-08-31 08:17:45,2018-09-04 10:24:54,\N,83,19,1,2
2903,Task #2903,Task #2903 description,73690,2018-09-17 14:32:48,2018-09-18 10:49:26,\N,81,12,4,2
2904,Task #2904,Task #2904 description,96473,2018-03-18 23:37:34,2018-09-03 06:14:36,\N,29,12,3,3
2905,Task #2905,Task #2905 description,87461,2018-01-25 07:56:00,2018-06-07 09:53:01,\N,134,10,4,2
2906,Task #2906,Task #2906 description,69336,2018-03-26 10:29:17,2018-09-09 12:16:51,\N,190,20,2,2
2907,Task #2907,Task #2907 description,51518,2017-08-02 00:51:56,2018-02-25 05:18:49,\N,90,18,4,2
2908,Task #2908,Task #2908 description,22696,2017-07-14 06:51:13,2018-06-01 06:23:10,\N,19,13,5,4
2909,Task #2909,Task #2909 description,35984,2017-07-05 00:03:46,2018-06-10 08:11:19,\N,75,8,2,4
2910,Task #2910,Task #2910 description,3305,2017-12-31 20:17:50,2018-05-02 19:48:57,\N,149,18,3,2
2911,Task #2911,Task #2911 description,26626,2018-09-12 04:19:08,2018-09-16 16:35:17,\N,7,9,4,2
2912,Task #2912,Task #2912 description,68471,2017-10-22 15:05:41,2018-08-15 21:49:11,\N,23,19,5,3
2913,Task #2913,Task #2913 description,4259,2018-07-16 23:06:39,2018-07-18 17:17:44,\N,178,18,3,4
2914,Task #2914,Task #2914 description,44954,2017-09-16 22:43:39,2018-01-24 13:51:49,\N,88,16,4,5
2915,Task #2915,Task #2915 description,42600,2017-09-29 09:30:15,2018-07-17 16:07:36,\N,73,18,4,2
2916,Task #2916,Task #2916 description,6937,2018-06-11 18:33:59,2018-07-07 19:07:45,\N,86,2,4,4
2917,Task #2917,Task #2917 description,58102,2018-05-30 10:28:28,2018-08-02 16:44:33,\N,11,9,3,1
2918,Task #2918,Task #2918 description,64237,2018-04-29 04:34:35,2018-05-07 02:42:41,\N,152,14,4,4
2919,Task #2919,Task #2919 description,61751,2017-07-14 10:44:20,2018-03-30 17:37:44,\N,85,16,1,1
2920,Task #2920,Task #2920 description,82294,2018-01-15 17:16:14,2018-02-03 22:38:27,\N,18,18,5,5
2921,Task #2921,Task #2921 description,34023,2018-02-05 08:16:50,2018-04-24 07:36:13,\N,101,11,3,3
2922,Task #2922,Task #2922 description,30574,2018-09-09 22:37:07,2018-09-26 17:15:33,\N,4,12,2,2
2923,Task #2923,Task #2923 description,13654,2017-06-17 20:55:20,2017-07-31 12:26:07,\N,85,14,2,1
2924,Task #2924,Task #2924 description,10170,2017-08-04 13:39:05,2018-06-22 14:51:18,\N,153,3,2,3
2925,Task #2925,Task #2925 description,90242,2018-07-21 00:50:35,2018-08-08 03:10:20,\N,134,5,5,1
2926,Task #2926,Task #2926 description,79087,2018-08-14 08:14:08,2018-09-29 03:35:45,\N,179,16,1,5
2927,Task #2927,Task #2927 description,23991,2017-09-02 03:03:33,2018-05-20 16:47:46,\N,23,13,2,1
2928,Task #2928,Task #2928 description,38205,2017-10-13 08:28:44,2018-01-12 10:40:22,\N,95,11,5,1
2929,Task #2929,Task #2929 description,65378,2017-08-16 02:08:48,2018-06-21 22:41:36,\N,17,16,4,1
2930,Task #2930,Task #2930 description,19545,2018-09-24 01:46:45,2018-09-26 00:57:39,\N,43,1,4,5
2931,Task #2931,Task #2931 description,34836,2018-03-25 15:48:33,2018-08-13 21:23:10,\N,160,19,4,4
2932,Task #2932,Task #2932 description,3790,2017-08-05 04:41:02,2018-08-19 21:55:53,\N,48,10,1,3
2933,Task #2933,Task #2933 description,62315,2018-03-18 03:01:33,2018-07-30 21:19:59,\N,173,8,1,2
2934,Task #2934,Task #2934 description,99439,2017-12-07 10:50:03,2018-03-18 16:47:02,\N,4,10,2,4
2935,Task #2935,Task #2935 description,37477,2018-06-04 19:18:20,2018-06-14 23:24:21,\N,144,1,2,3
2936,Task #2936,Task #2936 description,68599,2018-06-01 17:54:43,2018-09-29 21:26:56,\N,97,7,1,3
2937,Task #2937,Task #2937 description,44349,2017-09-19 06:03:37,2018-09-02 12:10:29,\N,18,1,4,4
2938,Task #2938,Task #2938 description,19862,2018-06-24 15:51:12,2018-07-05 00:09:03,\N,172,14,3,4
2939,Task #2939,Task #2939 description,57979,2018-05-15 12:40:28,2018-08-26 03:06:22,\N,117,9,4,2
2940,Task #2940,Task #2940 description,82532,2017-10-31 18:05:31,2018-05-09 11:53:09,\N,89,16,1,2
2941,Task #2941,Task #2941 description,2461,2018-08-23 11:06:05,2018-08-28 20:07:21,\N,194,12,4,4
2942,Task #2942,Task #2942 description,76382,2017-09-06 11:10:48,2017-09-19 13:12:17,\N,78,11,4,5
2943,Task #2943,Task #2943 description,22321,2017-08-11 18:12:08,2018-02-08 23:32:35,\N,100,14,1,2
2944,Task #2944,Task #2944 description,22619,2017-10-07 18:44:58,2017-11-03 13:12:00,\N,27,3,3,4
2945,Task #2945,Task #2945 description,18916,2018-02-06 06:50:16,2018-05-28 17:33:25,\N,72,1,4,5
2946,Task #2946,Task #2946 description,30250,2018-08-29 04:44:42,2018-09-19 19:55:33,\N,52,17,3,5
2947,Task #2947,Task #2947 description,84051,2017-07-18 19:14:20,2018-03-16 02:54:12,\N,100,3,1,3
2948,Task #2948,Task #2948 description,90778,2018-03-01 04:17:30,2018-03-10 01:11:29,\N,28,15,5,5
2949,Task #2949,Task #2949 description,6105,2017-10-05 11:02:09,2018-08-14 09:38:56,\N,3,1,1,3
2950,Task #2950,Task #2950 description,94967,2017-09-03 03:22:52,2017-10-05 09:53:05,\N,163,18,3,1
2951,Task #2951,Task #2951 description,34196,2017-09-23 14:58:36,2018-04-07 22:28:09,\N,134,8,5,4
2952,Task #2952,Task #2952 description,15791,2018-07-25 15:04:25,2018-09-30 08:18:22,\N,58,4,3,2
2953,Task #2953,Task #2953 description,25189,2017-09-07 14:17:10,2018-01-31 06:24:42,\N,185,6,1,5
2954,Task #2954,Task #2954 description,32200,2018-04-04 23:53:19,2018-07-24 21:00:25,\N,28,16,5,3
2955,Task #2955,Task #2955 description,51328,2018-02-17 03:54:50,2018-09-01 04:39:48,\N,123,13,4,2
2956,Task #2956,Task #2956 description,13481,2018-05-20 23:30:13,2018-07-21 09:05:12,\N,100,9,5,3
2957,Task #2957,Task #2957 description,52215,2017-06-25 18:00:07,2018-04-03 18:55:05,\N,2,8,5,5
2958,Task #2958,Task #2958 description,88202,2017-07-19 10:07:05,2018-08-26 07:25:07,\N,12,12,5,5
2959,Task #2959,Task #2959 description,89602,2017-08-31 00:24:48,2018-04-15 19:23:10,\N,48,13,3,4
2960,Task #2960,Task #2960 description,57865,2017-06-21 13:39:12,2018-09-24 03:41:46,\N,14,1,1,3
2961,Task #2961,Task #2961 description,38936,2018-02-02 03:50:37,2018-07-08 14:30:04,\N,184,5,1,3
2962,Task #2962,Task #2962 description,99044,2017-07-20 07:34:22,2017-12-29 15:40:18,\N,163,11,2,3
2963,Task #2963,Task #2963 description,17467,2017-07-20 19:47:47,2017-10-20 22:35:31,\N,15,14,1,3
2964,Task #2964,Task #2964 description,67253,2018-02-07 15:35:44,2018-08-11 06:06:36,\N,81,8,4,4
2965,Task #2965,Task #2965 description,10354,2018-02-26 05:02:58,2018-06-22 19:03:32,\N,136,18,5,5
2966,Task #2966,Task #2966 description,20370,2018-01-16 02:17:10,2018-05-14 05:02:18,\N,143,12,2,2
2967,Task #2967,Task #2967 description,40778,2017-06-12 02:36:47,2018-08-10 07:40:53,\N,29,14,3,3
2968,Task #2968,Task #2968 description,25869,2018-07-25 02:38:55,2018-09-26 12:53:31,\N,121,13,1,3
2969,Task #2969,Task #2969 description,35702,2018-03-24 10:31:06,2018-05-31 13:57:03,\N,103,15,5,5
2970,Task #2970,Task #2970 description,89686,2018-05-20 06:00:05,2018-05-23 03:41:34,\N,42,11,4,3
2971,Task #2971,Task #2971 description,47479,2018-01-28 07:23:29,2018-06-20 17:58:26,\N,190,14,3,4
2972,Task #2972,Task #2972 description,35550,2017-09-06 16:39:24,2018-01-27 07:31:09,\N,11,19,4,5
2973,Task #2973,Task #2973 description,61336,2018-05-23 11:58:56,2018-05-28 23:07:29,\N,41,18,3,2
2974,Task #2974,Task #2974 description,67977,2018-01-04 06:28:51,2018-05-31 12:21:05,\N,197,6,3,1
2975,Task #2975,Task #2975 description,9240,2018-06-03 14:04:07,2018-08-07 17:42:38,\N,99,3,5,3
2976,Task #2976,Task #2976 description,74344,2018-07-07 07:36:21,2018-08-05 23:58:52,\N,187,7,4,4
2977,Task #2977,Task #2977 description,81332,2018-09-15 02:29:58,2018-09-15 15:25:19,\N,154,2,3,3
2978,Task #2978,Task #2978 description,60027,2018-06-08 05:33:47,2018-07-18 20:31:21,\N,6,16,4,4
2979,Task #2979,Task #2979 description,21127,2017-10-01 23:34:34,2017-12-13 12:13:41,\N,97,11,2,2
2980,Task #2980,Task #2980 description,37886,2018-02-06 23:28:29,2018-06-25 02:11:15,\N,53,13,1,2
2981,Task #2981,Task #2981 description,3884,2017-07-02 15:13:51,2018-08-29 07:07:58,\N,112,12,4,1
2982,Task #2982,Task #2982 description,90261,2017-10-31 06:48:44,2017-11-04 21:58:45,\N,61,13,5,1
2983,Task #2983,Task #2983 description,91693,2018-02-28 07:33:49,2018-02-28 13:41:39,\N,173,13,2,2
2984,Task #2984,Task #2984 description,18810,2018-09-24 20:48:10,2018-09-28 04:00:11,\N,49,2,5,2
2985,Task #2985,Task #2985 description,20410,2018-09-20 07:17:44,2018-09-20 14:07:05,\N,105,12,2,3
2986,Task #2986,Task #2986 description,99180,2017-06-27 09:50:29,2018-01-17 02:40:38,\N,84,10,4,2
2987,Task #2987,Task #2987 description,47390,2018-01-16 19:04:47,2018-09-03 19:10:21,\N,75,18,2,3
2988,Task #2988,Task #2988 description,94014,2017-11-22 09:49:04,2017-12-23 09:44:54,\N,125,3,2,3
2989,Task #2989,Task #2989 description,62701,2018-02-14 09:55:34,2018-08-02 02:18:36,\N,192,5,2,1
2990,Task #2990,Task #2990 description,1133,2018-03-07 13:18:01,2018-07-05 04:02:32,\N,174,6,4,4
2991,Task #2991,Task #2991 description,73210,2018-09-25 04:52:52,2018-09-28 11:54:21,\N,146,13,5,2
2992,Task #2992,Task #2992 description,12368,2018-03-17 11:50:04,2018-05-09 10:21:19,\N,126,2,5,1
2993,Task #2993,Task #2993 description,73655,2018-06-07 21:41:51,2018-08-09 01:23:04,\N,145,8,4,3
2994,Task #2994,Task #2994 description,35102,2018-09-25 10:17:42,2018-09-25 12:42:49,\N,75,16,1,5
2995,Task #2995,Task #2995 description,19377,2018-09-25 00:02:37,2018-09-28 16:12:39,\N,140,5,2,3
2996,Task #2996,Task #2996 description,22827,2017-07-15 09:05:23,2018-04-10 00:28:05,\N,16,18,4,1
2997,Task #2997,Task #2997 description,82906,2017-07-01 10:18:11,2018-03-22 17:00:52,\N,73,4,3,4
2998,Task #2998,Task #2998 description,913,2017-11-07 11:07:32,2018-03-16 05:11:14,\N,111,6,4,1
2999,Task #2999,Task #2999 description,64308,2018-05-09 17:58:48,2018-06-15 22:08:17,\N,108,17,2,2
3000,Task #3000,Task #3000 description,28059,2017-09-15 20:14:44,2017-09-25 02:37:02,\N,29,18,4,5
3001,Task #3001,Task #3001 description,51933,2018-07-21 17:12:15,2018-07-31 23:47:53,\N,23,19,5,4
3002,Task #3002,Task #3002 description,91871,2017-08-08 23:34:00,2017-10-16 04:16:19,\N,196,20,3,5
3003,Task #3003,Task #3003 description,55772,2017-12-15 02:18:27,2018-04-09 02:56:26,\N,35,8,4,2
3004,Task #3004,Task #3004 description,11198,2017-09-29 00:10:38,2018-02-15 04:35:10,\N,171,17,2,4
3005,Task #3005,Task #3005 description,57840,2018-06-15 05:51:17,2018-08-12 11:05:01,\N,39,20,4,4
3006,Task #3006,Task #3006 description,19840,2017-07-17 10:05:32,2017-12-04 14:11:51,\N,140,8,4,4
3007,Task #3007,Task #3007 description,30731,2018-01-13 03:36:14,2018-03-01 05:53:39,\N,123,7,4,1
3008,Task #3008,Task #3008 description,75054,2017-10-30 10:50:03,2017-12-19 18:40:22,\N,44,19,2,3
3009,Task #3009,Task #3009 description,66557,2017-10-29 10:40:40,2018-02-10 21:47:11,\N,31,18,5,4
3010,Task #3010,Task #3010 description,81868,2017-11-12 12:44:48,2018-03-24 10:48:18,\N,155,3,4,1
3011,Task #3011,Task #3011 description,62109,2017-06-13 15:20:08,2017-10-01 00:27:17,\N,120,10,4,3
3012,Task #3012,Task #3012 description,18356,2017-07-20 17:10:09,2017-12-09 10:51:59,\N,17,6,1,2
3013,Task #3013,Task #3013 description,30881,2018-05-03 07:41:52,2018-06-17 01:18:56,\N,198,15,1,2
3014,Task #3014,Task #3014 description,31209,2018-03-18 03:39:49,2018-05-22 05:47:44,\N,76,13,5,5
3015,Task #3015,Task #3015 description,43623,2017-10-04 22:59:05,2018-08-12 17:54:10,\N,165,3,2,1
3016,Task #3016,Task #3016 description,77749,2018-08-30 06:53:43,2018-09-27 15:37:41,\N,43,13,2,1
3017,Task #3017,Task #3017 description,62161,2017-11-26 15:20:49,2018-07-06 21:09:27,\N,190,10,3,1
3018,Task #3018,Task #3018 description,70056,2017-08-28 20:17:34,2018-07-25 20:16:06,\N,27,9,2,2
3019,Task #3019,Task #3019 description,81053,2017-07-23 22:42:01,2017-08-09 13:53:46,\N,11,15,5,4
3020,Task #3020,Task #3020 description,23611,2018-03-24 21:07:01,2018-08-28 00:12:55,\N,121,9,3,3
3021,Task #3021,Task #3021 description,43630,2018-03-24 12:16:24,2018-08-15 23:00:23,\N,26,11,1,3
3022,Task #3022,Task #3022 description,42651,2017-08-16 02:15:22,2018-03-01 14:23:01,\N,111,6,1,2
3023,Task #3023,Task #3023 description,10143,2018-05-12 05:31:12,2018-06-02 00:18:28,\N,101,6,1,5
3024,Task #3024,Task #3024 description,86003,2017-08-19 08:46:10,2018-09-24 14:38:43,\N,120,2,1,4
3025,Task #3025,Task #3025 description,9056,2017-07-21 12:14:12,2018-02-21 05:29:55,\N,191,15,4,4
3026,Task #3026,Task #3026 description,21705,2018-07-12 09:36:31,2018-09-13 12:18:24,\N,16,7,3,1
3027,Task #3027,Task #3027 description,93949,2017-12-30 07:21:12,2018-04-30 12:55:29,\N,148,1,5,5
3028,Task #3028,Task #3028 description,50414,2018-06-21 18:49:33,2018-08-09 07:07:43,\N,89,12,4,5
3029,Task #3029,Task #3029 description,41240,2018-02-27 01:56:46,2018-08-02 08:55:46,\N,2,20,2,1
3030,Task #3030,Task #3030 description,3195,2017-12-27 06:43:39,2018-04-12 20:16:43,\N,129,4,2,4
3031,Task #3031,Task #3031 description,33361,2018-06-24 17:08:24,2018-08-07 04:42:23,\N,192,20,3,3
3032,Task #3032,Task #3032 description,30863,2017-10-08 04:56:56,2018-08-13 13:11:25,\N,192,13,4,2
3033,Task #3033,Task #3033 description,70533,2018-07-10 17:20:05,2018-09-15 17:50:00,\N,42,3,2,5
3034,Task #3034,Task #3034 description,90738,2017-08-28 00:39:38,2018-07-21 21:42:13,\N,159,4,1,4
3035,Task #3035,Task #3035 description,49756,2018-08-16 09:43:55,2018-09-24 09:08:58,\N,150,11,1,1
3036,Task #3036,Task #3036 description,48126,2017-12-25 06:53:37,2018-06-22 04:05:36,\N,132,13,2,3
3037,Task #3037,Task #3037 description,77484,2018-07-23 01:06:26,2018-09-18 14:46:36,\N,166,12,2,2
3038,Task #3038,Task #3038 description,10373,2018-01-26 23:37:13,2018-08-07 12:32:12,\N,169,13,1,4
3039,Task #3039,Task #3039 description,52348,2018-08-21 13:18:52,2018-09-23 15:08:09,\N,72,15,4,4
3040,Task #3040,Task #3040 description,51610,2017-09-18 11:51:56,2018-05-02 00:28:19,\N,67,17,5,4
3041,Task #3041,Task #3041 description,26019,2018-09-11 15:24:16,2018-09-15 08:33:24,\N,61,10,5,4
3042,Task #3042,Task #3042 description,49135,2018-06-03 08:36:03,2018-08-12 12:28:39,\N,28,18,5,1
3043,Task #3043,Task #3043 description,41711,2017-11-23 19:54:35,2018-04-16 03:19:31,\N,151,16,2,2
3044,Task #3044,Task #3044 description,71915,2017-10-31 18:06:01,2018-03-07 20:01:20,\N,116,10,1,4
3045,Task #3045,Task #3045 description,33349,2017-07-07 00:09:29,2017-10-16 17:39:04,\N,95,7,4,4
3046,Task #3046,Task #3046 description,49997,2017-07-03 19:52:54,2018-07-29 11:48:16,\N,46,11,5,5
3047,Task #3047,Task #3047 description,52802,2018-09-01 06:14:54,2018-09-06 07:52:11,\N,31,10,5,5
3048,Task #3048,Task #3048 description,20626,2018-05-13 07:55:21,2018-07-21 07:01:05,\N,78,11,2,2
3049,Task #3049,Task #3049 description,96413,2017-08-17 06:14:17,2018-07-03 13:13:03,\N,67,1,2,4
3050,Task #3050,Task #3050 description,21833,2017-11-09 10:41:19,2018-09-06 18:41:28,\N,11,16,5,2
3051,Task #3051,Task #3051 description,39901,2017-11-22 21:34:04,2018-05-16 23:47:02,\N,166,15,2,3
3052,Task #3052,Task #3052 description,88554,2018-06-06 01:02:46,2018-08-22 23:19:55,\N,184,13,4,1
3053,Task #3053,Task #3053 description,6078,2018-08-09 11:47:47,2018-09-06 21:16:49,\N,170,19,4,3
3054,Task #3054,Task #3054 description,2788,2018-06-18 04:10:23,2018-08-07 03:44:39,\N,85,7,3,3
3055,Task #3055,Task #3055 description,27899,2018-01-01 16:15:17,2018-07-13 06:41:04,\N,150,16,4,5
3056,Task #3056,Task #3056 description,96046,2018-04-22 23:20:38,2018-07-31 14:09:32,\N,187,6,1,4
3057,Task #3057,Task #3057 description,31220,2018-08-28 14:09:17,2018-09-10 09:23:18,\N,35,20,3,5
3058,Task #3058,Task #3058 description,44888,2017-10-29 06:25:15,2018-01-26 10:08:19,\N,121,1,2,4
3059,Task #3059,Task #3059 description,6022,2018-06-06 20:17:15,2018-08-23 06:49:20,\N,138,15,5,1
3060,Task #3060,Task #3060 description,4855,2018-06-22 11:06:55,2018-08-27 23:44:12,\N,102,16,3,1
3061,Task #3061,Task #3061 description,78979,2017-12-13 10:19:14,2018-03-26 16:08:29,\N,157,7,1,2
3062,Task #3062,Task #3062 description,47343,2018-03-27 11:38:04,2018-09-18 16:23:22,\N,104,18,2,4
3063,Task #3063,Task #3063 description,34547,2018-04-06 12:02:09,2018-05-27 11:11:35,\N,135,2,1,2
3064,Task #3064,Task #3064 description,83074,2017-10-28 00:19:32,2018-09-12 15:52:07,\N,124,5,2,5
3065,Task #3065,Task #3065 description,55397,2018-06-22 21:32:37,2018-09-30 12:24:43,\N,32,7,5,3
3066,Task #3066,Task #3066 description,38980,2017-12-23 02:10:45,2018-04-03 09:37:20,\N,101,15,2,1
3067,Task #3067,Task #3067 description,50883,2018-01-04 23:19:35,2018-06-07 05:38:06,\N,122,14,4,5
3068,Task #3068,Task #3068 description,97727,2018-06-03 18:59:02,2018-08-30 16:22:33,\N,37,14,5,5
3069,Task #3069,Task #3069 description,42830,2018-04-02 01:28:31,2018-05-23 04:30:51,\N,124,13,3,3
3070,Task #3070,Task #3070 description,8389,2018-03-21 16:00:09,2018-04-03 00:21:59,\N,59,11,5,1
3071,Task #3071,Task #3071 description,88618,2017-10-10 10:43:01,2017-12-08 12:29:56,\N,191,4,3,1
3072,Task #3072,Task #3072 description,40302,2017-11-15 02:56:11,2018-09-06 18:18:54,\N,85,4,3,5
3073,Task #3073,Task #3073 description,64063,2018-01-29 13:13:13,2018-05-30 00:55:05,\N,184,14,4,2
3074,Task #3074,Task #3074 description,99460,2017-11-10 01:14:33,2018-09-02 07:06:50,\N,144,12,5,2
3075,Task #3075,Task #3075 description,2492,2018-09-24 04:20:55,2018-09-27 23:36:11,\N,85,15,1,4
3076,Task #3076,Task #3076 description,89437,2017-06-25 13:19:34,2018-09-04 07:38:38,\N,4,15,1,5
3077,Task #3077,Task #3077 description,68165,2018-07-13 17:04:02,2018-08-21 12:38:04,\N,53,9,2,3
3078,Task #3078,Task #3078 description,10873,2018-04-15 12:35:05,2018-05-17 11:42:04,\N,178,12,2,5
3079,Task #3079,Task #3079 description,36091,2018-02-20 09:41:00,2018-06-16 06:30:11,\N,15,9,3,5
3080,Task #3080,Task #3080 description,84872,2017-12-31 17:02:55,2018-08-24 05:57:22,\N,129,8,2,3
3081,Task #3081,Task #3081 description,42811,2018-01-03 14:23:14,2018-01-09 07:50:35,\N,41,2,2,1
3082,Task #3082,Task #3082 description,8926,2018-07-24 00:24:51,2018-08-15 03:12:27,\N,13,11,5,5
3083,Task #3083,Task #3083 description,60827,2017-12-03 17:29:32,2018-06-04 12:36:18,\N,100,19,2,2
3084,Task #3084,Task #3084 description,82616,2018-02-16 13:34:58,2018-06-05 21:05:34,\N,100,9,1,4
3085,Task #3085,Task #3085 description,72671,2017-10-24 15:21:47,2017-12-15 18:32:50,\N,86,9,2,5
3086,Task #3086,Task #3086 description,68592,2018-07-13 12:04:08,2018-07-18 18:07:09,\N,24,12,4,2
3087,Task #3087,Task #3087 description,8633,2017-10-15 11:21:38,2018-02-11 08:26:42,\N,182,6,3,2
3088,Task #3088,Task #3088 description,65896,2017-06-02 19:04:21,2018-01-04 02:10:37,\N,176,11,2,3
3089,Task #3089,Task #3089 description,49348,2017-12-04 19:56:28,2018-06-30 16:16:52,\N,199,17,4,3
3090,Task #3090,Task #3090 description,47798,2017-08-03 11:22:45,2018-04-25 10:51:59,\N,172,15,1,3
3091,Task #3091,Task #3091 description,11840,2017-06-16 08:41:17,2017-10-30 08:55:37,\N,76,4,1,4
3092,Task #3092,Task #3092 description,67178,2018-08-19 09:08:54,2018-08-21 14:29:41,\N,104,3,2,2
3093,Task #3093,Task #3093 description,34861,2018-07-14 09:53:49,2018-08-13 21:39:56,\N,92,19,4,1
3094,Task #3094,Task #3094 description,39298,2017-09-29 23:31:13,2018-06-08 18:48:30,\N,1,10,3,1
3095,Task #3095,Task #3095 description,49479,2017-09-05 00:48:55,2018-06-23 16:54:40,\N,76,19,5,2
3096,Task #3096,Task #3096 description,38698,2017-11-16 00:07:42,2018-08-24 02:22:08,\N,178,12,5,5
3097,Task #3097,Task #3097 description,27660,2017-07-12 07:22:37,2018-04-02 18:56:44,\N,7,9,2,2
3098,Task #3098,Task #3098 description,72959,2018-07-20 16:45:20,2018-08-09 23:49:48,\N,156,15,4,2
3099,Task #3099,Task #3099 description,48611,2017-07-17 21:51:41,2018-06-20 05:49:31,\N,10,11,2,1
3100,Task #3100,Task #3100 description,51094,2017-08-23 01:39:50,2017-10-20 17:35:06,\N,31,7,2,2
3101,Task #3101,Task #3101 description,56798,2017-09-20 21:13:48,2018-03-15 12:41:19,\N,24,18,3,3
3102,Task #3102,Task #3102 description,42503,2018-01-07 19:21:13,2018-02-02 18:22:02,\N,69,5,5,3
3103,Task #3103,Task #3103 description,1436,2018-02-14 19:58:44,2018-04-02 08:13:58,\N,35,7,3,4
3104,Task #3104,Task #3104 description,83777,2017-12-06 06:55:14,2018-04-26 09:32:26,\N,62,18,5,1
3105,Task #3105,Task #3105 description,70571,2017-12-21 09:53:26,2018-03-06 20:50:30,\N,79,18,4,3
3106,Task #3106,Task #3106 description,24075,2018-06-20 12:28:14,2018-06-30 02:02:08,\N,64,16,1,3
3107,Task #3107,Task #3107 description,6482,2018-07-19 05:54:05,2018-09-23 17:11:38,\N,32,11,1,2
3108,Task #3108,Task #3108 description,92540,2018-06-03 14:08:52,2018-06-21 19:58:24,\N,156,15,5,5
3109,Task #3109,Task #3109 description,53275,2017-10-17 09:18:59,2018-07-06 06:13:53,\N,102,5,1,1
3110,Task #3110,Task #3110 description,28342,2018-07-09 05:11:38,2018-09-20 10:32:03,\N,69,13,3,4
3111,Task #3111,Task #3111 description,68383,2017-09-12 16:01:23,2018-09-10 06:08:05,\N,43,6,2,2
3112,Task #3112,Task #3112 description,9289,2017-08-23 20:51:24,2018-08-11 21:23:56,\N,58,6,3,1
3113,Task #3113,Task #3113 description,78543,2018-03-18 18:21:08,2018-03-19 08:56:05,\N,167,17,5,3
3114,Task #3114,Task #3114 description,61950,2018-03-27 03:59:17,2018-07-03 10:38:43,\N,104,15,1,4
3115,Task #3115,Task #3115 description,325,2018-08-27 17:02:21,2018-09-24 17:23:17,\N,150,4,5,1
3116,Task #3116,Task #3116 description,76363,2018-08-14 01:35:07,2018-08-18 04:22:02,\N,65,4,3,2
3117,Task #3117,Task #3117 description,29493,2018-07-02 22:59:55,2018-08-20 05:40:05,\N,73,5,5,1
3118,Task #3118,Task #3118 description,92830,2018-08-22 05:59:47,2018-09-06 12:38:12,\N,52,15,1,2
3119,Task #3119,Task #3119 description,4955,2018-05-11 18:52:45,2018-08-21 10:55:01,\N,152,2,3,3
3120,Task #3120,Task #3120 description,8612,2018-03-23 09:38:13,2018-08-10 15:20:25,\N,196,2,4,1
3121,Task #3121,Task #3121 description,45852,2017-06-22 20:10:03,2017-12-29 07:00:49,\N,196,20,4,3
3122,Task #3122,Task #3122 description,99407,2017-10-20 12:25:51,2018-07-22 05:45:29,\N,92,20,5,5
3123,Task #3123,Task #3123 description,95919,2018-03-07 00:25:18,2018-04-23 19:40:32,\N,184,16,4,3
3124,Task #3124,Task #3124 description,78146,2017-12-31 15:15:05,2018-03-07 09:04:12,\N,95,9,4,4
3125,Task #3125,Task #3125 description,73381,2017-06-09 08:08:41,2018-02-03 13:31:47,\N,162,20,2,4
