id,seller_id,buyer_id,dttm,sum,task_id
1706,76,78,2018-07-16 20:21:47,16548,1302
1707,25,135,2018-02-08 22:38:31,1320,3450
1708,63,170,2018-01-04 22:12:15,63549,2180
1709,149,61,2017-10-18 04:30:16,97030,623
1710,159,142,2018-01-20 23:29:35,72384,2904
1711,35,135,2018-06-18 08:34:47,84635,782
1712,187,145,2017-09-30 19:27:11,45093,8179
1713,196,133,2018-05-24 09:49:04,17076,3020
1714,148,121,2017-08-09 21:01:02,53490,7063
1715,184,77,2017-06-26 11:09:49,76442,1845
1716,96,30,2017-09-15 00:31:40,87818,6239
1717,159,164,2018-06-22 11:40:14,67900,7843
1718,165,182,2018-04-11 06:15:09,57999,6883
1719,111,7,2017-09-30 08:22:53,57574,7199
1720,6,65,2017-09-30 12:33:16,18310,4058
1721,20,44,2017-12-17 09:48:53,75294,5212
1722,112,27,2018-03-28 19:24:30,95104,4526
1723,182,45,2017-10-27 00:33:02,13681,5527
1724,6,93,2017-08-01 19:15:10,58316,8432
1725,178,164,2017-11-18 01:03:40,51767,478
1726,1,82,2017-07-05 03:53:47,51409,5204
1727,197,79,2017-06-21 00:41:31,60457,708
1728,176,149,2017-09-10 22:28:42,80936,9034
1729,78,39,2017-09-10 12:46:12,99370,4524
1730,17,29,2017-09-02 13:43:04,97832,1557
1731,161,53,2017-06-18 15:43:15,75801,9767
1732,71,157,2018-03-08 20:15:49,81558,3361
1733,22,76,2018-07-25 14:00:11,93152,317
1734,183,123,2017-12-26 15:42:19,25338,3096
1735,128,64,2017-11-14 03:16:40,69214,2420
1736,76,3,2017-11-21 12:34:27,13131,897
1737,195,27,2018-06-02 01:39:04,1206,7041
1738,93,142,2018-07-30 15:33:10,46516,7655
1739,37,189,2018-01-21 14:56:31,95276,2649
1740,62,82,2017-11-13 20:51:36,63967,2583
1741,116,156,2018-06-14 01:28:28,98726,5870
1742,13,147,2017-12-21 02:00:22,32047,3018
1743,29,58,2018-01-14 09:10:09,32893,9933
1744,94,25,2018-04-22 08:15:06,60488,6861
1745,33,36,2017-11-03 15:31:21,48802,7959
1746,6,28,2018-05-17 14:48:28,68377,1203
1747,38,159,2018-09-29 19:39:12,72081,1515
1748,108,58,2017-10-04 22:48:24,57815,3986
1749,69,40,2017-09-22 15:20:52,48021,8058
1750,150,148,2017-11-09 20:13:42,92320,3133
1751,117,136,2018-03-25 01:00:29,67084,9365
1752,51,193,2018-04-16 10:28:23,46397,6428
1753,108,175,2018-02-20 11:49:13,59591,1688
1754,33,20,2018-04-26 15:08:50,46622,2572
1755,125,169,2017-06-02 23:54:30,61624,5621
1756,13,23,2018-02-23 03:52:29,91651,9295
1757,150,35,2017-07-10 09:05:21,95282,2733
1758,86,77,2017-11-21 01:47:15,51125,7291
1759,167,192,2018-03-30 09:59:43,49708,3471
1760,91,194,2017-09-23 10:26:31,5045,8670
1761,113,52,2018-03-29 15:04:45,66375,9165
1762,58,115,2018-04-17 07:16:14,16868,7495
1763,35,57,2018-04-24 06:01:43,89669,3807
1764,98,71,2018-04-22 19:28:17,31170,2371
1765,108,74,2018-02-11 01:29:09,39227,3941
1766,106,39,2018-08-23 02:59:41,90000,2466
1767,54,84,2017-09-07 14:30:29,29663,5371
1768,92,16,2018-07-21 06:50:05,79358,3590
1769,120,165,2017-11-09 08:05:12,4182,843
1770,94,183,2017-07-14 02:43:53,95676,9079
1771,181,191,2017-09-12 01:07:55,23172,4301
1772,163,94,2017-10-19 15:32:05,78435,803
1773,195,104,2017-10-18 09:20:54,98877,1722
1774,166,97,2018-06-06 05:18:29,73930,2805
1775,118,23,2017-12-19 03:12:56,36602,4353
1776,72,82,2018-02-06 04:22:21,294,5760
1777,34,46,2018-08-19 12:32:39,2754,5052
1778,15,90,2018-05-05 03:59:24,16992,8029
1779,34,9,2017-08-14 09:27:13,28879,7990
1780,170,33,2018-01-19 18:15:02,68868,5642
1781,173,184,2017-07-17 15:48:37,48106,8003
1782,166,45,2017-09-30 02:44:38,42020,618
1783,101,169,2018-02-13 22:55:30,66115,1811
1784,147,4,2018-06-09 15:30:31,58765,9260
1785,103,92,2018-03-06 23:42:47,50297,155
1786,150,17,2017-10-06 14:25:46,24835,6224
1787,124,171,2018-02-09 11:25:24,25312,7612
1788,97,6,2018-01-03 12:40:20,15400,916
1789,49,43,2018-05-24 21:39:38,16461,4483
1790,115,160,2018-01-25 12:41:02,17071,1602
1791,120,122,2018-05-25 11:10:28,37096,9936
1792,163,74,2018-09-26 12:56:52,15731,8498
1793,6,31,2017-11-28 00:26:09,60911,927
1794,163,84,2017-09-27 15:02:11,39957,4457
1795,152,110,2018-06-20 01:44:39,9379,9985
1796,124,27,2017-09-15 23:46:10,94377,2373
1797,67,119,2018-04-13 10:23:10,71314,5826
1798,145,180,2018-04-01 20:14:22,82211,4022
1799,178,60,2018-09-09 03:59:47,94985,4815
1800,173,41,2018-02-20 10:47:29,89780,3318
1801,41,126,2018-07-29 02:46:11,96840,2679
1802,14,145,2017-11-08 10:02:59,41319,1401
1803,146,157,2018-09-18 05:36:06,13197,2197
1804,2,169,2018-06-21 19:34:13,30798,596
1805,177,31,2018-04-20 23:17:12,8179,9899
1806,128,88,2018-05-05 22:59:13,41244,5367
1807,170,91,2018-09-01 05:42:14,71460,5938
1808,29,70,2017-12-13 01:27:04,88513,4740
1809,84,28,2017-09-29 15:11:09,29932,689
1810,163,78,2018-03-11 05:24:00,87005,7772
1811,57,175,2017-11-08 13:35:29,42375,6079
1812,29,80,2018-01-13 10:50:00,46513,4663
1813,40,110,2018-06-10 00:43:40,68813,8871
1814,23,59,2017-06-08 19:09:47,77728,8657
1815,66,174,2017-12-06 09:34:25,62512,9576
1816,39,27,2017-06-13 06:50:05,61203,958
1817,73,31,2017-11-24 19:52:23,55730,5532
1818,116,184,2018-04-06 04:57:14,65963,9987
1819,84,14,2018-01-01 19:35:24,77615,6517
1820,57,52,2018-05-10 02:40:35,23537,9733
1821,177,15,2017-08-09 10:17:37,45125,7333
1822,60,151,2018-07-21 04:23:04,38383,4863
1823,109,119,2017-07-10 13:02:17,11419,3776
1824,26,125,2017-08-15 19:19:27,72854,4542
1825,122,118,2018-07-19 18:44:08,97345,9953
1826,71,163,2017-12-22 05:13:05,62790,6287
1827,92,58,2018-07-31 21:32:51,90527,8417
1828,168,105,2017-10-05 05:39:13,57889,3541
1829,40,65,2018-05-21 16:20:09,90058,1191
1830,77,94,2017-12-18 20:00:35,70581,6537
1831,32,180,2017-11-12 05:26:54,82160,1245
1832,93,41,2018-07-04 08:22:00,65917,1448
1833,178,154,2018-03-05 17:36:30,12689,5163
1834,28,79,2018-07-18 09:23:56,23723,7067
1835,119,81,2018-04-20 01:08:18,25938,6
1836,44,175,2018-06-03 11:57:04,48953,4413
1837,69,76,2018-04-11 11:30:57,78419,3816
1838,122,12,2017-06-27 17:46:41,35797,8543
1839,69,80,2018-02-02 00:46:03,10434,527
1840,157,95,2017-11-14 11:39:52,32955,9969
1841,82,79,2018-01-22 19:14:39,49475,6217
1842,138,139,2018-04-20 06:22:11,6373,8999
1843,77,180,2017-11-30 09:38:47,9685,5080
1844,116,145,2018-01-24 11:32:35,5744,2492
1845,195,115,2018-02-07 19:07:26,98227,619
1846,148,92,2018-03-17 03:25:55,74470,8423
1847,18,46,2017-09-03 14:17:57,78485,4682
1848,102,11,2017-06-27 23:34:40,71091,614
1849,80,184,2018-01-18 05:17:38,76626,5599
1850,146,48,2017-07-21 12:07:27,66711,4180
1851,3,69,2018-01-24 04:36:58,83092,5767
1852,34,125,2017-09-19 23:12:51,41782,4086
1853,171,141,2018-01-02 14:10:50,8560,5889
1854,40,44,2017-12-25 23:50:30,25570,7315
1855,69,95,2017-11-05 21:44:27,76085,2977
1856,153,13,2018-05-08 06:36:03,61905,305
1857,10,92,2018-09-03 11:21:55,14954,9055
1858,28,162,2018-01-14 17:17:44,85260,1450
1859,162,91,2018-03-07 15:41:50,28835,1841
1860,38,143,2018-05-28 16:41:39,88138,7522
1861,117,55,2017-09-04 09:14:04,78558,9747
1862,103,62,2017-10-20 19:51:53,40281,1366
1863,6,143,2018-02-27 20:21:40,17573,4072
1864,85,35,2017-06-29 08:28:50,60352,4250
1865,115,23,2018-03-08 17:12:31,31073,8404
1866,140,79,2018-03-29 08:52:08,49832,2658
1867,71,16,2018-09-21 04:16:13,34127,1511
1868,57,119,2018-08-23 00:37:21,75284,7559
1869,149,188,2018-07-17 15:06:29,13438,6278
1870,12,143,2018-09-11 08:03:29,86689,7916
1871,175,117,2018-06-25 06:33:20,83362,9026
1872,164,42,2018-02-13 01:55:34,17621,3043
1873,15,44,2017-10-21 17:15:13,38558,8811
1874,127,40,2018-03-20 05:48:38,23029,9164
1875,27,145,2018-02-13 08:52:14,51222,8475
1876,45,137,2018-08-29 03:58:22,49967,8533
1877,13,5,2018-01-20 09:31:30,23070,7173
1878,142,131,2018-07-05 00:57:06,77635,7835
1879,1,97,2017-12-22 15:10:14,5235,7822
1880,78,77,2018-06-17 21:23:32,73075,6081
1881,188,172,2017-06-04 00:03:45,38594,8464
1882,130,98,2018-09-05 09:13:46,60005,4528
1883,17,106,2017-11-07 22:19:25,27843,3492
1884,100,30,2018-06-15 13:59:32,86731,3151
1885,178,66,2018-05-16 21:32:17,52718,1364
1886,99,19,2018-06-30 06:19:59,55852,3982
1887,193,132,2017-07-03 16:44:48,30048,7249
1888,149,138,2018-06-17 20:36:13,83280,6882
1889,166,32,2017-11-20 18:28:32,49811,6464
1890,72,120,2018-04-10 08:13:43,17746,2707
1891,16,16,2018-09-03 03:20:50,70872,409
1892,21,42,2018-06-14 22:18:20,91805,5100
1893,179,16,2017-10-09 10:21:43,87494,6466
1894,175,6,2017-06-10 18:14:44,65393,6246
1895,188,66,2018-09-03 15:15:15,36479,3727
1896,194,200,2017-11-05 23:16:05,39461,8219
1897,118,148,2018-06-02 14:04:35,33446,2326
1898,182,192,2018-07-31 11:48:28,79425,8764
1899,31,70,2018-01-09 18:17:30,19560,6096
1900,46,147,2018-01-15 23:49:08,3914,6534
1901,36,48,2018-01-16 15:30:28,95651,5525
1902,135,172,2017-12-11 22:53:46,99324,8164
1903,138,138,2017-12-05 06:35:48,40797,5248
1904,138,156,2018-09-04 10:44:33,36595,132
1905,56,140,2018-08-28 01:08:03,6923,4109
1906,167,148,2018-07-24 08:31:31,68853,753
1907,175,38,2018-03-01 14:56:08,48602,3346
1908,79,129,2018-09-07 13:34:05,38154,9943
1909,129,23,2018-05-11 06:42:44,78918,2860
1910,7,37,2017-12-19 05:02:31,83298,5677
1911,104,52,2018-02-22 03:13:31,96518,2390
1912,6,158,2018-05-19 07:44:25,58404,8366
1913,191,25,2018-05-03 15:43:28,50519,6130
1914,177,103,2017-09-21 16:46:30,88433,7495
1915,133,18,2018-03-17 10:54:35,47866,6435
1916,90,117,2018-03-27 15:43:29,12159,3992
1917,192,98,2018-08-01 17:53:21,43387,2889
1918,33,129,2018-08-27 06:32:56,66983,4559
1919,72,57,2017-10-21 17:07:31,5420,7300
1920,137,51,2018-03-24 04:10:14,88012,7156
1921,79,5,2017-08-19 07:41:50,65638,6000
1922,47,1,2017-09-14 09:53:10,67151,7189
1923,40,8,2018-04-18 02:10:31,28087,368
1924,145,129,2018-08-23 07:27:58,33869,9632
1925,175,195,2018-07-09 09:23:06,67610,6262
1926,54,56,2017-11-24 17:46:45,9775,1431
1927,163,44,2017-08-13 08:52:33,15392,9115
1928,93,196,2017-08-16 23:49:24,34163,3174
1929,107,113,2018-08-03 01:43:52,58101,1208
1930,184,65,2018-07-22 23:36:38,75058,8038
1931,48,179,2018-03-13 01:45:44,3063,3537
1932,41,99,2018-04-23 00:57:06,45505,7264
1933,196,151,2018-05-01 06:58:52,10905,6209
1934,20,197,2018-09-25 22:08:40,47822,1785
1935,29,198,2018-02-23 03:35:33,75736,6444
1936,177,138,2018-02-10 20:23:27,36999,8648
1937,179,7,2018-02-25 01:47:54,50789,8386
1938,75,126,2017-11-30 16:56:48,68702,467
1939,180,68,2018-08-29 18:05:59,123,986
1940,138,14,2017-08-17 19:14:54,73453,1884
1941,5,194,2017-10-03 00:32:19,36403,1046
1942,45,168,2017-06-04 11:35:00,37112,4709
1943,182,200,2017-12-03 15:50:57,41242,82
1944,148,41,2018-06-28 13:23:57,84105,4489
1945,34,95,2018-06-21 06:58:36,24614,7790
1946,122,15,2017-09-18 06:23:21,68580,9415
1947,91,60,2018-01-02 17:00:30,68032,5214
1948,11,134,2017-06-28 19:35:18,88677,1294
1949,4,134,2017-06-24 00:39:30,89363,4915
1950,169,70,2018-04-20 02:59:27,69991,4762
1951,166,140,2018-03-23 19:17:38,78005,9278
1952,118,60,2017-09-12 20:23:40,70864,229
1953,81,92,2017-11-26 01:36:36,94283,8426
1954,169,74,2017-07-10 14:41:53,73740,9919
1955,192,155,2017-07-04 20:47:39,42051,4547
1956,170,34,2017-09-21 17:01:52,74459,3096
1957,104,27,2018-04-01 00:57:19,23790,9833
1958,55,174,2018-08-26 04:02:58,61853,6698
1959,16,130,2017-12-24 03:05:52,66079,2169
1960,125,81,2017-06-16 14:00:40,11097,9773
1961,138,154,2018-07-30 14:49:20,84813,6562
1962,24,53,2018-09-17 06:48:52,67425,8212
1963,33,158,2018-05-30 13:46:23,56668,1401
1964,45,85,2018-06-22 02:57:01,89687,5671
1965,173,48,2018-05-21 18:20:08,23922,5018
1966,171,148,2018-08-17 17:04:34,19877,808
1967,79,67,2017-06-03 22:33:00,33590,5482
1968,76,72,2018-08-31 05:04:52,82386,1071
1969,15,32,2018-09-03 01:59:58,65549,6625
1970,137,45,2017-07-12 19:46:28,63565,2900
1971,61,125,2017-09-28 07:39:43,73514,6558
1972,171,76,2018-03-10 00:50:47,98333,6006
1973,95,32,2017-12-01 03:33:01,93464,376
1974,133,139,2017-06-16 21:19:20,6520,5953
1975,70,119,2017-07-04 01:11:49,37335,1199
1976,133,179,2018-03-15 00:31:00,77422,106
1977,27,66,2018-08-23 01:24:02,88356,8655
1978,42,104,2018-04-03 06:10:08,33287,5101
1979,122,189,2017-10-06 09:02:32,61685,5042
1980,58,64,2018-06-12 23:57:41,75687,6453
1981,192,38,2017-11-08 18:51:35,65684,3328
1982,21,8,2017-12-22 14:07:23,88267,4390
1983,181,69,2018-04-04 19:07:09,33259,4602
1984,76,199,2018-01-09 01:19:21,81624,3688
1985,162,109,2018-09-09 02:36:42,61682,7279
1986,152,7,2018-04-24 07:13:14,76990,8853
1987,13,26,2018-04-22 03:28:26,98159,3154
1988,76,181,2018-02-18 02:58:25,30513,8857
1989,88,60,2017-08-21 13:29:55,31957,5101
1990,150,140,2018-03-10 10:31:40,70925,885
1991,78,82,2018-09-24 22:00:12,60408,6057
1992,179,79,2017-10-17 06:47:12,88348,5044
1993,17,182,2017-08-24 13:02:27,44162,6182
1994,179,76,2017-10-10 17:07:42,83269,2200
1995,68,67,2018-05-20 05:27:39,83877,6588
1996,38,172,2018-05-25 20:51:58,26807,5290
1997,185,152,2017-06-17 23:11:49,97000,5372
1998,92,145,2017-07-17 23:31:41,59199,7875
1999,167,47,2017-12-20 03:30:31,43918,1136
2000,158,146,2018-06-17 00:29:07,60733,2807
2001,142,55,2018-09-24 23:08:08,93674,5021
2002,81,178,2018-02-21 08:18:12,27803,4450
2003,31,126,2018-02-18 04:02:19,55230,4535
2004,41,128,2018-09-25 01:52:32,47384,7643
2005,131,110,2017-09-18 10:06:35,79726,9286
2006,193,145,2017-11-24 16:07:46,33599,7528
2007,76,140,2018-02-21 09:06:09,83388,5509
2008,52,154,2017-09-02 12:57:54,48292,351
2009,122,63,2017-11-07 23:17:48,29933,3031
2010,4,41,2017-09-13 15:39:18,34791,4498
2011,151,131,2018-02-06 15:07:37,93913,9935
2012,151,19,2017-07-25 01:04:44,41233,978
2013,164,189,2018-06-14 09:34:16,48748,7273
2014,136,83,2017-07-24 16:53:30,63898,1216
2015,154,121,2018-08-24 19:20:57,33625,398
2016,142,66,2017-11-08 13:24:39,70764,577
2017,50,101,2017-10-19 00:46:10,46615,1239
2018,120,67,2017-11-04 15:49:24,7432,8124
2019,191,128,2017-11-28 22:24:57,27717,5031
2020,43,157,2017-11-27 11:25:42,50476,441
2021,30,85,2017-10-29 04:42:02,48958,5860
2022,52,100,2017-07-07 16:49:56,29070,796
2023,162,14,2018-05-31 00:10:24,6015,6771
2024,119,16,2018-08-28 01:33:27,97118,8254
2025,63,151,2017-09-24 03:16:16,52451,4763
2026,187,150,2018-03-23 03:05:13,9254,9817
2027,83,86,2017-12-10 02:42:18,74860,8199
2028,4,73,2018-09-28 07:17:25,52646,1344
2029,200,182,2017-09-19 00:57:52,14146,3566
2030,157,26,2018-02-28 00:55:29,24107,9922
2031,150,13,2017-11-18 11:55:02,52512,3613
2032,91,122,2018-06-18 11:43:29,5338,1789
2033,93,156,2017-09-30 12:27:53,8016,8902
2034,18,105,2017-09-05 18:02:27,52128,1422
2035,198,4,2017-12-12 09:18:51,24587,4688
2036,69,159,2018-07-03 15:25:27,619,5882
2037,135,181,2018-01-08 04:01:18,48514,4212
2038,67,116,2017-12-04 22:13:13,21063,8280
2039,70,117,2018-09-25 03:20:06,39757,8698
2040,96,192,2017-10-19 07:04:23,24922,9019
2041,117,1,2018-05-01 22:48:24,95846,7447
2042,19,92,2018-03-06 06:08:43,37477,9953
2043,43,53,2017-12-08 05:43:07,34553,926
2044,97,12,2017-11-10 05:03:36,66635,1852
2045,84,77,2017-07-17 12:33:17,82832,3007
2046,90,52,2017-07-24 10:13:11,37281,3041
2047,78,122,2017-11-17 04:47:19,31479,347
2048,11,95,2017-11-13 21:36:06,36722,3861
2049,135,32,2018-09-15 04:50:57,38517,7248
2050,27,166,2017-06-06 09:32:35,24567,6622
2051,55,184,2018-05-19 21:50:35,59659,5886
2052,121,11,2017-12-14 13:19:19,9527,8342
2053,193,32,2017-09-30 08:00:25,49085,8673
2054,169,131,2018-05-18 01:21:24,37607,7920
2055,19,116,2017-09-30 10:14:47,22826,8959
2056,13,67,2018-05-13 10:53:32,74987,6934
2057,16,162,2018-01-24 12:55:51,25859,8934
2058,21,46,2018-06-17 06:12:25,22066,6882
2059,53,119,2018-04-02 22:27:25,29286,6955
2060,188,152,2018-05-27 05:44:58,87155,7204
2061,108,167,2018-09-30 18:25:46,20465,7011
2062,60,66,2018-01-14 05:09:16,13788,5608
2063,154,111,2018-03-03 05:49:09,19283,6176
2064,1,72,2017-11-02 09:31:41,9497,7550
2065,141,179,2018-08-24 04:32:59,31460,7674
2066,145,97,2018-04-03 17:18:33,10234,2806
2067,146,10,2017-08-05 08:10:25,68552,4738
2068,15,65,2017-07-01 02:07:57,78787,4990
2069,178,196,2017-10-19 13:38:09,9214,944
2070,194,6,2017-07-13 03:32:08,40256,4653
2071,23,132,2018-06-09 16:32:34,60460,5375
2072,169,129,2018-07-21 21:40:38,76714,5127
2073,170,41,2017-09-29 07:28:12,40433,1694
2074,193,153,2017-09-19 12:56:36,27531,4183
2075,160,198,2017-11-04 03:23:21,32162,6971
2076,103,130,2017-10-04 15:34:05,82575,191
2077,127,189,2017-09-15 04:41:12,55401,2292
2078,14,146,2018-03-20 13:24:44,80553,4271
2079,168,163,2017-09-22 04:02:00,85506,2680
2080,143,144,2018-04-11 18:41:46,57878,1767
2081,192,45,2018-01-11 07:47:01,6752,3773
2082,150,13,2018-04-13 04:27:31,71105,2255
2083,63,29,2017-12-10 12:05:48,92533,9183
2084,164,61,2017-07-30 00:28:28,15482,4134
2085,183,67,2018-09-26 12:27:22,54101,1648
2086,20,39,2018-03-30 04:09:49,76727,8012
2087,155,19,2017-08-02 01:48:59,64138,1918
2088,97,4,2017-07-26 22:53:17,93629,1125
2089,23,92,2018-04-13 09:24:32,52242,6629
2090,118,130,2018-01-27 00:27:26,84073,5483
2091,10,70,2018-08-11 06:57:02,73945,5991
2092,194,167,2018-07-14 18:44:22,1606,7660
2093,194,187,2018-09-02 19:07:30,89183,2738
2094,33,10,2018-04-13 21:14:23,26268,3838
2095,128,91,2018-08-08 17:16:36,37424,6939
2096,177,59,2017-06-14 07:47:10,75985,6774
2097,172,109,2017-08-01 19:03:05,74453,884
2098,54,135,2018-05-01 04:05:32,97253,8562
2099,48,99,2018-01-12 23:48:10,50557,4639
2100,106,5,2017-12-20 23:18:47,48684,2157
2101,6,35,2017-12-27 09:44:55,66011,9865
2102,172,5,2018-04-09 03:19:08,63751,1899
2103,82,154,2018-06-19 07:50:05,40093,7877
2104,192,188,2018-07-18 18:45:58,45457,423
2105,44,10,2018-01-31 05:06:37,89428,4489
2106,68,70,2018-09-30 17:58:32,36356,750
2107,121,175,2018-04-12 23:36:42,43029,8841
2108,18,68,2017-09-04 02:08:31,90530,777
2109,157,156,2018-01-25 17:44:23,82758,7306
2110,111,136,2018-08-30 02:49:56,38542,9191
2111,177,95,2017-07-09 06:05:57,89428,8746
2112,61,132,2018-05-12 13:29:46,59238,4206
2113,171,154,2017-09-10 04:03:07,82159,4775
2114,114,116,2018-06-29 11:25:07,39269,5590
2115,116,14,2017-12-12 14:07:31,78056,9025
2116,123,196,2018-01-18 14:15:15,79109,9012
2117,180,4,2017-10-29 10:01:42,8578,2588
2118,95,109,2018-08-05 23:31:06,59629,5212
2119,68,150,2018-05-27 04:35:19,10374,6912
2120,102,150,2018-01-02 04:36:09,36329,3207
2121,2,67,2017-11-20 17:24:41,26243,7831
2122,172,30,2018-05-21 05:57:42,22684,2351
2123,194,162,2018-01-07 12:20:02,66191,8278
2124,44,189,2018-06-07 11:08:21,10438,2668
2125,55,84,2017-09-21 23:39:47,19265,3438
2126,142,199,2018-04-09 22:10:20,71957,701
2127,197,178,2018-01-06 07:12:22,76625,6303
2128,165,160,2018-01-26 13:44:14,38352,4023
2129,41,186,2018-08-30 12:05:19,41227,4561
2130,194,143,2017-10-14 02:15:20,26126,6499
2131,191,103,2017-10-06 18:16:31,48486,1768
2132,98,21,2018-05-24 01:28:20,42092,6064
2133,107,71,2018-09-05 19:04:54,10237,179
2134,19,191,2017-10-07 03:56:21,20834,8694
2135,42,94,2018-08-06 13:50:40,42847,2308
2136,73,97,2017-08-19 22:47:13,28317,3616
2137,104,37,2017-11-14 01:38:29,69399,1356
2138,99,59,2017-08-07 05:20:25,42799,5266
2139,115,141,2017-09-30 06:48:44,99743,1607
2140,142,8,2018-05-19 13:43:57,34866,8858
2141,96,177,2018-06-26 04:50:37,51496,4482
2142,161,100,2018-09-02 21:14:08,9423,9011
2143,26,90,2017-10-31 12:55:16,31681,3219
2144,74,109,2017-09-11 20:48:38,47213,527
2145,190,139,2018-02-22 01:56:48,13773,3535
2146,120,99,2017-11-04 17:06:04,38623,4271
2147,139,43,2017-09-20 12:47:01,3198,6810
2148,146,79,2017-08-12 17:41:24,88869,1812
2149,197,193,2017-07-20 01:11:31,83107,9311
2150,146,51,2017-08-02 13:43:33,94506,9440
2151,174,100,2017-06-26 00:32:44,98137,9286
2152,79,198,2018-05-12 03:04:49,34218,7372
2153,116,84,2018-08-30 06:10:22,41448,3415
2154,141,181,2018-04-23 17:32:15,2964,1176
2155,10,160,2017-07-16 23:46:29,87862,2470
2156,179,27,2017-12-12 13:56:43,99721,1061
2157,38,102,2018-06-17 17:57:51,38163,3741
2158,95,105,2018-07-04 15:20:49,40647,5581
2159,124,165,2017-07-08 20:02:56,25997,502
2160,25,115,2018-02-06 02:39:32,4134,878
2161,125,113,2017-06-20 18:06:29,99875,7350
2162,71,50,2018-07-21 13:48:29,32176,1382
2163,178,172,2018-09-22 08:12:00,91296,4980
2164,2,51,2018-07-12 20:34:37,42305,8813
2165,60,186,2018-07-30 15:40:43,27237,8691
2166,81,152,2017-11-27 14:04:02,72187,5057
2167,127,136,2018-04-04 01:16:02,45414,1619
2168,136,166,2018-07-13 05:15:35,60193,4650
2169,197,83,2017-11-18 18:44:16,57591,4756
2170,126,26,2018-05-15 04:48:53,32664,7717
2171,164,181,2018-03-23 17:47:07,86429,5363
2172,123,30,2018-08-15 18:38:27,4764,282
2173,140,148,2018-07-15 12:58:28,20797,7860
2174,155,24,2018-08-22 23:58:51,94713,1154
2175,128,180,2017-11-30 18:44:35,54560,4442
2176,199,54,2017-08-09 23:17:23,80565,5842
2177,74,200,2018-01-22 21:39:55,76197,7720
2178,38,70,2017-12-20 11:26:43,13458,5179
2179,141,196,2018-01-08 18:28:58,82923,7299
2180,149,19,2018-03-02 07:44:00,49097,4647
2181,144,197,2017-08-13 13:51:33,89954,1540
2182,177,59,2017-09-24 18:32:30,82285,3486
2183,119,85,2017-10-03 04:40:08,14150,2596
2184,176,4,2018-01-02 17:20:51,60968,5692
2185,171,55,2018-06-11 11:03:34,45397,8336
2186,95,178,2018-09-28 09:04:21,90099,4304
2187,21,120,2018-03-31 07:40:31,2558,1170
2188,39,139,2018-06-20 13:18:26,90978,5438
2189,14,15,2017-12-29 15:44:00,7439,8658
2190,87,18,2017-12-10 23:14:20,37693,8064
2191,186,15,2018-05-23 00:13:04,2429,1052
2192,184,143,2018-06-27 06:38:00,53918,7204
2193,13,194,2018-08-17 12:24:02,89527,6022
2194,113,183,2018-06-01 02:47:11,29280,1790
2195,156,131,2018-07-06 07:41:01,67578,8331
2196,154,91,2017-11-04 11:21:06,49228,2945
2197,187,120,2017-12-06 06:55:39,97655,906
2198,137,135,2017-06-02 08:04:41,80250,1397
2199,73,177,2018-02-07 22:57:13,28949,2073
2200,35,104,2018-04-24 00:10:36,33875,4535
2201,63,140,2017-09-21 10:00:41,17689,2997
2202,86,44,2018-06-19 16:41:54,32990,5739
2203,92,98,2017-09-26 21:50:31,94288,2252
2204,168,79,2018-02-27 04:20:40,68276,3842
2205,113,13,2017-08-06 21:03:04,66230,818
2206,52,6,2018-06-17 08:55:25,74977,1929
2207,124,44,2018-05-10 06:57:12,56608,3699
2208,118,17,2017-10-17 17:30:52,43244,3822
2209,89,191,2018-04-10 20:07:33,33821,2265
2210,69,72,2018-04-16 18:43:16,82216,7723
2211,51,183,2017-11-02 20:27:41,92992,4279
2212,32,3,2018-02-03 17:25:54,53953,5494
2213,88,74,2017-06-24 20:49:29,99388,6316
2214,193,2,2017-12-24 05:59:16,77967,3080
2215,83,91,2018-08-19 03:17:44,45850,7647
2216,60,178,2018-06-01 21:07:29,56230,8404
2217,169,100,2017-07-03 00:16:51,82523,4891
2218,39,125,2017-07-11 16:20:05,91727,4243
2219,163,168,2017-08-24 05:46:14,35930,4904
2220,182,196,2018-03-30 05:37:53,53878,3128
2221,111,194,2017-10-10 11:34:25,70721,8438
2222,197,44,2018-02-04 12:23:15,15528,9978
2223,57,190,2018-08-16 04:10:28,79263,3784
2224,8,73,2018-04-12 13:10:48,52863,7984
2225,157,122,2017-11-30 00:25:13,19528,8387
2226,87,56,2018-07-19 06:18:58,46460,2135
2227,139,142,2018-06-07 02:26:35,38940,5761
2228,198,30,2018-02-15 16:08:26,8022,7448
2229,16,191,2018-09-02 14:14:27,34384,1134
2230,77,148,2018-03-23 14:50:32,52878,6824
2231,135,117,2017-08-12 02:46:11,31712,1357
2232,176,90,2018-06-26 13:36:43,5084,3030
2233,59,33,2017-12-22 21:44:18,70368,3652
2234,138,115,2017-12-10 08:31:01,18110,4372
2235,168,78,2017-09-13 16:37:52,17109,3513
2236,172,78,2018-06-21 02:19:08,21979,8645
2237,90,121,2017-06-12 18:43:16,70881,5616
2238,178,191,2017-11-01 05:22:42,90702,3176
2239,34,195,2017-10-26 23:01:00,79001,5648
2240,29,113,2017-11-09 20:07:10,92269,2403
2241,77,164,2018-09-03 18:16:57,34543,3092
2242,61,118,2017-09-19 15:20:54,71435,2980
2243,179,124,2018-08-10 01:35:56,31455,2942
2244,108,138,2018-09-04 00:58:39,88097,9883
