id,user_id,begin_dttm,end_dttm
7866,135,2017-09-28 09:32:20,2017-09-28 10:42:05
7867,101,2017-08-04 09:40:02,2017-08-04 09:42:54
7868,81,2018-02-06 09:44:22,2018-02-06 14:12:12
7869,190,2018-05-17 18:14:41,2018-05-17 18:34:35
7870,89,2017-09-23 19:09:50,2017-09-24 01:25:18
7871,115,2017-11-30 09:00:53,2017-11-30 17:42:37
7872,72,2018-09-20 22:12:58,2018-09-21 01:39:20
7873,11,2018-06-04 14:11:14,2018-06-04 17:30:43
7874,100,2017-08-19 07:17:16,2017-08-19 15:06:42
7875,99,2018-08-25 17:23:15,2018-08-25 18:09:46
7876,61,2018-03-12 12:05:21,2018-03-12 17:41:49
7877,188,2018-05-10 16:16:21,2018-05-10 21:16:33
7878,1,2017-07-05 22:38:17,2017-07-06 09:44:08
7879,93,2018-04-26 20:43:55,2018-04-27 00:51:48
7880,153,2018-09-02 13:04:24,2018-09-02 14:26:58
7881,148,2018-06-29 10:54:50,2018-06-29 14:35:29
7882,150,2018-08-21 15:45:53,2018-08-22 05:17:46
7883,154,2018-04-29 14:51:26,2018-04-29 18:20:35
7884,154,2017-11-28 23:28:51,2017-11-29 02:41:56
7885,109,2018-07-23 03:16:34,2018-07-23 05:29:01
7886,29,2017-12-31 17:22:55,2018-01-01 01:21:48
7887,70,2017-10-05 01:09:01,2017-10-05 06:24:48
7888,165,2017-08-30 02:13:45,2017-08-30 10:27:17
7889,55,2018-04-21 16:08:09,2018-04-22 05:11:06
7890,44,2017-11-26 17:25:35,2017-11-27 02:11:00
7891,45,2017-07-11 15:07:11,2017-07-11 18:59:52
7892,196,2018-08-26 01:31:53,2018-08-26 05:41:40
7893,17,2017-07-10 08:30:25,2017-07-10 12:00:16
7894,10,2018-05-24 20:15:10,2018-05-24 21:28:45
7895,119,2018-02-16 15:01:58,2018-02-17 01:35:51
7896,89,2018-05-21 17:57:25,2018-05-21 18:49:55
7897,90,2017-12-21 09:52:02,2017-12-21 15:14:30
7898,51,2017-09-06 08:32:28,2017-09-06 23:41:05
7899,135,2018-02-14 08:36:02,2018-02-14 12:17:23
7900,158,2018-01-30 06:01:21,2018-01-30 09:02:43
7901,21,2018-01-19 06:02:41,2018-01-19 14:16:37
7902,139,2018-03-23 23:05:20,2018-03-24 00:08:35
7903,166,2018-07-10 00:03:40,2018-07-10 04:34:15
7904,40,2017-07-19 07:09:18,2017-07-19 15:06:37
7905,118,2017-08-14 20:34:28,2017-08-15 04:10:43
7906,161,2018-05-21 06:46:34,2018-05-21 06:54:32
7907,86,2017-09-28 19:13:56,2017-09-29 09:31:27
7908,68,2018-06-18 03:45:26,2018-06-18 09:59:41
7909,33,2018-07-07 06:38:24,2018-07-07 09:03:26
7910,137,2017-12-12 13:03:20,2017-12-12 16:29:41
7911,11,2017-07-01 07:03:19,2017-07-02 04:52:44
7912,132,2018-03-30 12:22:46,2018-03-30 12:53:36
7913,7,2018-03-06 19:11:45,2018-03-07 05:12:38
7914,38,2018-08-10 11:07:12,2018-08-11 05:49:36
7915,34,2018-09-26 19:24:45,2018-09-26 22:36:47
7916,140,2017-12-08 05:29:16,2017-12-08 16:10:54
7917,48,2017-09-23 21:57:50,2017-09-23 23:07:18
7918,123,2018-07-29 07:48:22,2018-07-29 09:36:26
7919,93,2018-06-23 07:11:58,2018-06-23 14:30:00
7920,35,2017-10-03 05:10:21,2017-10-03 05:11:21
7921,178,2018-05-16 15:02:16,2018-05-16 15:10:44
7922,95,2018-09-15 19:27:37,2018-09-15 20:43:21
7923,104,2018-08-31 13:29:27,2018-08-31 16:23:00
7924,31,2017-12-11 03:54:07,2017-12-11 09:10:34
7925,116,2018-07-08 05:43:49,2018-07-08 08:13:14
7926,101,2018-06-19 01:57:32,2018-06-19 02:54:05
7927,140,2017-08-26 03:25:42,2017-08-26 03:51:51
7928,58,2017-11-25 02:28:24,2017-11-25 12:53:41
7929,66,2017-07-27 08:17:54,2017-07-27 08:51:36
7930,41,2018-06-24 01:39:50,2018-06-24 01:53:10
7931,107,2017-09-16 23:53:49,2017-09-17 01:29:06
7932,87,2018-05-12 13:02:26,2018-05-12 23:16:20
7933,62,2018-08-05 04:16:11,2018-08-05 06:19:27
7934,196,2017-06-30 07:37:24,2017-06-30 22:20:27
7935,14,2017-11-20 03:27:26,2017-11-20 14:45:21
7936,15,2017-07-30 00:38:03,2017-07-30 01:12:46
7937,121,2018-02-26 20:42:05,2018-02-26 21:24:13
7938,110,2018-01-02 19:43:33,2018-01-02 20:02:53
7939,64,2018-06-07 09:12:21,2018-06-07 11:41:59
7940,144,2017-10-17 11:56:54,2017-10-17 12:50:33
7941,58,2017-06-23 20:42:15,2017-06-24 05:36:52
7942,41,2018-01-16 10:18:33,2018-01-16 18:01:31
7943,49,2017-07-20 00:58:43,2017-07-20 14:32:31
7944,62,2018-09-05 09:23:33,2018-09-05 11:04:54
7945,1,2017-09-24 21:33:10,2017-09-25 00:44:47
7946,85,2018-06-10 01:36:11,2018-06-10 12:05:00
7947,119,2017-08-13 18:43:27,2017-08-14 10:29:39
7948,144,2018-08-26 11:15:09,2018-08-26 13:51:10
7949,35,2017-07-03 21:04:31,2017-07-03 23:00:10
7950,198,2017-07-07 06:57:30,2017-07-07 08:35:36
7951,55,2018-01-16 11:35:47,2018-01-16 19:02:57
7952,151,2017-07-25 02:10:53,2017-07-25 10:18:31
7953,28,2017-08-05 06:45:49,2017-08-05 07:15:47
7954,119,2018-02-06 23:20:08,2018-02-07 13:08:38
7955,191,2018-08-28 10:30:50,2018-08-29 00:38:21
7956,68,2017-11-27 14:53:58,2017-11-27 15:30:52
7957,95,2018-09-17 11:46:23,2018-09-17 13:48:55
7958,162,2017-08-27 07:05:55,2017-08-27 07:10:04
7959,172,2017-10-16 00:12:47,2017-10-16 00:55:54
7960,183,2017-06-19 02:11:42,2017-06-19 03:10:48
7961,133,2018-06-09 11:44:37,2018-06-09 20:19:31
7962,135,2018-08-01 19:59:30,2018-08-01 20:41:12
7963,107,2018-04-05 17:19:06,2018-04-05 17:59:48
7964,98,2017-10-13 09:11:01,2017-10-13 09:32:46
7965,189,2017-07-24 01:41:12,2017-07-24 02:08:53
7966,90,2017-11-11 01:21:41,2017-11-11 07:00:43
7967,9,2018-09-03 02:45:22,2018-09-03 05:12:01
7968,78,2018-04-10 14:16:34,2018-04-10 15:50:18
7969,97,2018-08-27 19:24:44,2018-08-27 19:33:27
7970,143,2017-11-03 00:18:45,2017-11-03 06:22:55
7971,6,2018-02-17 20:45:35,2018-02-17 21:32:31
7972,38,2018-09-15 06:10:48,2018-09-15 12:55:58
7973,127,2017-12-15 01:12:02,2017-12-15 05:45:42
7974,97,2018-03-23 05:20:32,2018-03-23 05:30:26
7975,120,2017-07-17 01:06:26,2017-07-17 13:11:00
7976,87,2018-08-21 23:19:45,2018-08-22 02:03:24
7977,9,2018-03-07 13:11:35,2018-03-07 15:54:10
7978,35,2018-09-16 15:09:26,2018-09-17 14:06:28
7979,171,2018-01-12 20:25:52,2018-01-13 03:13:50
7980,155,2017-12-23 12:05:21,2017-12-23 12:54:43
7981,69,2017-09-15 10:25:11,2017-09-15 11:36:45
7982,12,2018-01-30 15:21:37,2018-01-30 17:45:07
7983,11,2017-08-19 23:21:30,2017-08-20 05:45:42
7984,60,2017-11-19 03:22:23,2017-11-19 06:48:26
7985,100,2017-10-01 10:01:08,2017-10-01 10:27:47
7986,129,2017-07-17 00:38:53,2017-07-17 10:17:32
7987,107,2017-10-28 03:09:13,2017-10-28 17:54:56
7988,101,2018-06-15 19:26:31,2018-06-15 19:41:34
7989,101,2017-10-01 06:32:47,2017-10-01 09:06:00
7990,49,2017-08-28 21:13:49,2017-08-28 21:45:28
7991,183,2017-07-18 07:29:37,2017-07-18 18:24:58
7992,112,2017-10-30 10:55:38,2017-10-30 11:05:00
7993,164,2017-07-31 04:29:00,2017-07-31 12:49:43
7994,140,2017-07-06 07:12:57,2017-07-06 21:32:53
7995,121,2017-09-09 23:45:05,2017-09-10 20:26:14
7996,126,2018-02-05 09:00:46,2018-02-05 12:05:50
7997,23,2018-04-20 23:42:32,2018-04-21 04:23:00
7998,53,2018-07-25 22:43:57,2018-07-26 02:58:28
7999,161,2017-11-15 13:14:22,2017-11-15 14:30:01
8000,48,2018-05-04 04:24:50,2018-05-04 08:11:56
8001,108,2018-09-29 02:12:10,2018-09-29 06:24:18
8002,134,2018-01-04 07:42:16,2018-01-04 21:16:36
8003,114,2017-08-27 09:25:31,2017-08-27 15:16:14
8004,36,2018-08-18 19:44:29,2018-08-19 04:30:09
8005,17,2017-09-28 00:05:16,2017-09-28 13:47:22
8006,156,2018-07-15 11:30:05,2018-07-15 18:42:45
8007,175,2018-07-22 04:38:39,2018-07-22 18:51:46
8008,115,2018-02-25 03:59:02,2018-02-25 04:03:55
8009,87,2017-09-27 20:07:45,2017-09-28 10:26:34
8010,114,2018-03-31 05:08:57,2018-03-31 05:13:24
8011,173,2018-04-21 08:26:26,2018-04-21 13:07:30
8012,189,2018-02-07 19:06:49,2018-02-07 19:08:13
8013,66,2018-02-08 03:02:33,2018-02-08 03:46:54
8014,156,2017-09-18 04:32:58,2017-09-18 08:41:24
8015,4,2017-06-10 09:45:05,2017-06-10 09:49:35
8016,129,2018-09-20 02:35:37,2018-09-20 04:18:55
8017,143,2017-06-20 18:56:30,2017-06-20 19:07:22
8018,27,2017-09-17 21:37:37,2017-09-18 03:31:08
8019,175,2017-07-02 08:44:05,2017-07-02 21:53:06
8020,173,2018-03-16 20:48:07,2018-03-16 20:58:58
8021,21,2018-05-27 22:27:26,2018-05-28 00:44:06
8022,115,2017-07-29 14:27:19,2017-07-30 04:15:58
8023,173,2018-07-14 16:31:30,2018-07-14 19:11:37
8024,159,2017-07-04 05:25:16,2017-07-04 11:38:33
8025,158,2018-07-16 09:22:42,2018-07-16 17:55:01
8026,81,2018-02-16 06:53:58,2018-02-16 12:19:52
8027,110,2017-12-27 20:43:44,2017-12-28 01:50:39
8028,155,2017-12-04 03:40:17,2017-12-04 09:02:36
8029,44,2018-08-19 21:01:47,2018-08-20 00:45:28
8030,26,2018-02-05 09:47:34,2018-02-05 10:32:21
8031,59,2017-08-25 15:21:02,2017-08-26 04:27:24
8032,124,2017-07-19 08:09:05,2017-07-19 09:12:00
8033,119,2017-11-20 21:24:32,2017-11-21 04:13:57
8034,115,2018-03-16 22:12:08,2018-03-17 02:01:57
8035,1,2017-08-10 22:26:43,2017-08-11 11:35:18
8036,60,2017-07-01 05:03:09,2017-07-01 11:18:46
8037,185,2017-08-17 01:13:23,2017-08-17 19:47:55
8038,47,2017-12-05 12:24:38,2017-12-06 02:44:07
8039,166,2017-08-20 18:08:59,2017-08-20 22:09:44
8040,186,2018-09-28 18:48:11,2018-09-28 20:54:54
8041,147,2018-07-28 15:03:38,2018-07-28 21:46:51
8042,143,2017-09-14 23:14:11,2017-09-15 08:28:32
8043,79,2018-07-17 23:39:55,2018-07-18 14:43:02
8044,195,2018-05-23 05:47:26,2018-05-23 22:26:28
8045,19,2017-07-19 12:09:22,2017-07-19 13:26:06
8046,19,2017-10-24 06:02:18,2017-10-24 15:06:44
8047,191,2018-08-22 04:06:17,2018-08-22 06:52:02
8048,106,2018-03-31 19:25:39,2018-04-01 02:28:30
8049,30,2018-06-21 03:04:28,2018-06-21 03:15:39
8050,149,2018-07-13 00:01:14,2018-07-13 04:58:22
8051,166,2018-01-24 04:21:43,2018-01-24 07:58:04
8052,150,2018-06-23 22:13:18,2018-06-24 07:08:54
8053,130,2017-07-16 07:41:06,2017-07-16 14:32:36
8054,15,2018-03-09 02:15:11,2018-03-09 09:31:00
8055,81,2018-04-08 07:25:27,2018-04-08 17:06:25
8056,57,2018-01-10 08:31:47,2018-01-10 15:36:30
8057,166,2018-05-02 13:18:44,2018-05-02 20:21:28
8058,3,2018-04-29 11:41:47,2018-04-30 00:59:11
8059,111,2017-10-08 10:14:52,2017-10-08 13:03:48
8060,99,2018-03-03 21:42:47,2018-03-04 04:21:01
8061,27,2018-07-15 00:48:27,2018-07-15 15:24:00
8062,84,2018-04-27 23:33:13,2018-04-28 14:47:08
8063,172,2018-04-23 14:00:52,2018-04-23 20:38:45
8064,66,2017-06-23 06:36:56,2017-06-23 10:01:03
8065,175,2017-12-20 01:57:18,2017-12-20 03:42:41
8066,156,2017-06-04 17:57:09,2017-06-05 02:23:36
8067,126,2017-08-22 09:02:01,2017-08-22 21:41:50
8068,184,2018-01-12 17:36:55,2018-01-13 08:51:48
8069,155,2017-06-24 17:41:34,2017-06-24 17:50:00
8070,114,2018-09-28 21:50:07,2018-09-29 05:14:49
8071,5,2017-09-17 15:32:30,2017-09-17 17:17:20
8072,85,2018-06-09 15:56:20,2018-06-09 18:31:20
8073,54,2017-10-17 04:54:26,2017-10-17 06:20:49
8074,25,2017-08-12 06:00:46,2017-08-12 17:25:09
8075,130,2017-11-10 12:03:09,2017-11-10 13:20:19
8076,24,2017-11-01 23:09:45,2017-11-02 05:34:03
8077,46,2018-05-16 22:48:15,2018-05-17 09:17:30
8078,58,2017-10-03 22:02:42,2017-10-04 00:35:46
8079,25,2017-12-01 12:59:00,2017-12-02 09:48:07
8080,112,2018-08-03 15:29:55,2018-08-03 18:04:48
8081,169,2018-05-22 13:36:00,2018-05-22 18:33:48
8082,22,2017-11-01 12:25:53,2017-11-01 16:07:05
8083,84,2018-06-20 04:44:54,2018-06-20 07:28:59
8084,21,2018-01-16 23:52:48,2018-01-17 01:12:17
8085,67,2018-04-26 04:06:55,2018-04-26 18:22:34
8086,84,2018-09-29 03:00:08,2018-09-29 06:57:20
8087,92,2018-06-25 09:38:20,2018-06-25 18:51:44
8088,169,2018-08-29 11:21:29,2018-08-29 13:34:06
8089,56,2018-09-05 05:42:21,2018-09-05 06:55:32
8090,118,2018-06-30 06:22:56,2018-07-01 03:54:56
8091,56,2018-09-14 11:59:53,2018-09-14 13:09:01
8092,66,2017-10-12 09:12:30,2017-10-12 09:20:05
8093,117,2017-09-08 07:39:13,2017-09-08 12:50:34
8094,120,2018-04-20 11:41:09,2018-04-20 16:05:43
8095,200,2017-12-08 10:21:35,2017-12-08 14:47:38
8096,37,2018-06-28 15:31:23,2018-06-28 23:47:56
8097,152,2018-05-23 01:17:33,2018-05-23 08:16:13
8098,45,2018-09-03 04:38:07,2018-09-03 07:25:10
8099,171,2018-03-28 01:54:24,2018-03-28 19:41:14
8100,6,2017-06-08 01:29:10,2017-06-08 02:40:28
8101,141,2018-09-26 09:26:59,2018-09-26 21:27:58
8102,117,2018-01-09 14:42:27,2018-01-09 16:04:12
8103,65,2018-02-10 15:05:49,2018-02-10 15:39:56
8104,138,2017-09-02 03:15:57,2017-09-02 11:00:38
8105,16,2017-06-10 03:04:03,2017-06-10 03:34:55
8106,126,2018-07-31 22:03:37,2018-08-01 03:20:53
8107,62,2017-09-19 18:30:19,2017-09-20 06:38:18
8108,166,2017-08-08 20:46:38,2017-08-08 21:23:55
8109,109,2017-07-29 13:43:47,2017-07-29 22:38:25
8110,200,2018-03-31 20:40:48,2018-04-01 06:44:39
8111,16,2018-04-19 20:29:50,2018-04-20 04:00:34
8112,9,2018-05-26 08:39:22,2018-05-26 10:35:49
8113,12,2018-04-05 01:58:36,2018-04-05 06:49:17
8114,109,2018-01-06 05:42:14,2018-01-06 12:01:42
8115,38,2018-02-01 11:02:33,2018-02-01 11:13:33
8116,175,2017-06-07 19:40:01,2017-06-08 06:39:41
8117,65,2018-07-24 04:03:13,2018-07-24 07:28:10
8118,189,2018-06-16 07:42:44,2018-06-16 07:57:14
8119,198,2017-11-03 13:51:36,2017-11-03 21:22:22
8120,174,2018-01-21 20:40:38,2018-01-21 23:47:34
8121,126,2018-05-08 01:42:49,2018-05-08 13:53:20
8122,162,2018-09-23 16:21:11,2018-09-23 23:28:32
8123,59,2018-03-20 17:47:38,2018-03-20 21:25:14
8124,49,2018-03-01 02:35:53,2018-03-01 02:43:32
8125,11,2018-09-17 01:24:45,2018-09-17 01:36:06
8126,187,2017-11-05 08:15:12,2017-11-05 08:25:14
8127,10,2018-02-12 17:15:10,2018-02-12 20:55:34
8128,115,2018-08-01 03:37:25,2018-08-01 06:07:36
8129,38,2018-04-21 14:30:11,2018-04-21 19:25:31
8130,56,2017-08-16 23:09:56,2017-08-17 08:15:49
8131,118,2018-08-06 09:31:25,2018-08-06 10:31:23
8132,72,2017-10-25 01:17:37,2017-10-25 02:53:48
8133,42,2018-04-11 16:40:37,2018-04-11 19:17:14
8134,189,2018-02-28 17:17:38,2018-02-28 22:49:05
8135,118,2017-06-22 02:47:01,2017-06-22 14:59:17
8136,44,2018-05-01 06:51:11,2018-05-01 07:21:05
8137,100,2018-01-23 06:50:54,2018-01-23 10:50:13
8138,53,2018-09-02 08:49:12,2018-09-02 09:07:57
8139,42,2017-11-17 05:28:51,2017-11-17 11:47:37
8140,183,2018-07-30 03:41:49,2018-07-30 08:28:48
8141,86,2017-12-02 05:26:39,2017-12-02 07:26:32
8142,21,2018-05-19 05:25:22,2018-05-19 05:48:48
8143,66,2017-10-25 05:37:42,2017-10-25 07:24:35
8144,87,2017-08-18 09:43:53,2017-08-18 10:18:30
8145,108,2017-12-30 10:30:31,2017-12-30 15:09:03
8146,7,2018-05-01 02:39:09,2018-05-01 08:52:22
8147,129,2017-10-07 20:21:03,2017-10-08 03:02:24
8148,131,2018-01-31 11:56:55,2018-01-31 12:32:06
8149,16,2017-08-16 16:44:39,2017-08-16 18:03:02
8150,176,2017-11-26 16:56:43,2017-11-26 17:45:29
8151,139,2018-04-22 04:43:16,2018-04-22 10:31:20
8152,52,2018-05-06 16:52:13,2018-05-07 02:01:26
8153,159,2018-03-28 18:36:10,2018-03-28 19:31:06
8154,125,2018-09-28 18:54:05,2018-09-29 08:30:50
8155,144,2018-04-24 17:10:58,2018-04-24 18:19:24
8156,132,2017-10-21 05:01:26,2017-10-22 00:55:30
8157,11,2018-02-08 18:39:40,2018-02-08 21:21:46
8158,42,2017-11-17 16:04:35,2017-11-17 17:05:11
8159,71,2017-06-21 02:07:10,2017-06-21 14:18:09
8160,68,2018-01-09 05:37:18,2018-01-09 07:06:23
8161,176,2018-07-13 05:59:43,2018-07-13 06:02:48
8162,76,2018-07-03 07:48:17,2018-07-03 08:32:06
8163,158,2018-09-24 16:30:52,2018-09-24 16:49:03
8164,108,2018-03-26 09:58:29,2018-03-26 16:10:17
8165,181,2017-10-28 15:29:17,2017-10-29 03:33:53
8166,27,2018-03-16 10:09:44,2018-03-16 20:38:13
8167,67,2017-11-26 16:38:04,2017-11-26 17:48:34
8168,35,2017-09-26 14:10:07,2017-09-26 21:40:12
8169,163,2017-10-26 16:31:53,2017-10-26 20:56:46
8170,22,2017-11-08 02:01:19,2017-11-08 02:20:56
8171,52,2018-09-25 04:34:54,2018-09-25 04:37:09
8172,121,2017-08-27 01:50:18,2017-08-27 03:48:49
8173,16,2018-04-14 12:47:50,2018-04-14 13:27:31
8174,177,2018-03-26 13:27:35,2018-03-27 07:21:48
8175,151,2017-06-24 09:48:06,2017-06-25 00:41:07
8176,18,2017-06-15 02:41:21,2017-06-15 10:14:41
8177,154,2017-10-20 11:06:11,2017-10-20 11:15:59
8178,137,2018-04-16 09:11:15,2018-04-16 14:26:00
8179,122,2018-02-16 08:07:42,2018-02-16 15:30:20
8180,77,2018-08-14 12:09:09,2018-08-14 16:40:16
8181,137,2018-03-20 08:59:20,2018-03-20 13:25:10
8182,23,2018-09-22 15:49:12,2018-09-22 19:06:55
8183,69,2017-06-30 20:25:07,2017-06-30 22:44:38
8184,4,2018-03-29 12:48:43,2018-03-29 20:36:59
8185,132,2017-08-17 04:31:25,2017-08-17 20:58:46
8186,148,2017-09-12 12:13:41,2017-09-12 14:27:51
8187,128,2017-07-12 21:07:37,2017-07-13 16:07:30
8188,25,2018-06-10 03:01:00,2018-06-10 04:32:08
8189,183,2018-04-07 14:33:02,2018-04-07 18:01:19
8190,183,2018-05-30 13:54:21,2018-05-30 14:22:55
8191,78,2018-08-19 14:27:43,2018-08-19 19:55:19
8192,74,2017-08-16 16:09:23,2017-08-17 12:30:35
8193,116,2018-03-17 22:57:30,2018-03-18 03:41:27
8194,91,2018-04-22 00:26:12,2018-04-22 01:46:19
8195,133,2018-04-25 22:04:49,2018-04-26 09:18:47
8196,67,2018-03-24 02:27:44,2018-03-24 09:08:44
8197,136,2018-02-25 04:59:37,2018-02-25 06:04:12
8198,56,2017-09-01 07:34:33,2017-09-01 10:18:09
8199,128,2018-06-06 13:02:22,2018-06-06 14:50:12
8200,193,2018-03-16 18:43:19,2018-03-17 08:10:05
8201,195,2018-03-08 15:56:42,2018-03-08 17:43:40
8202,152,2018-06-19 12:37:02,2018-06-19 15:22:01
8203,102,2018-05-21 23:04:31,2018-05-22 11:04:46
8204,11,2018-09-10 18:47:57,2018-09-10 22:43:18
8205,61,2018-01-11 01:57:57,2018-01-11 06:15:50
8206,153,2018-01-21 00:30:58,2018-01-21 02:34:00
8207,194,2017-12-28 21:32:20,2017-12-28 23:27:16
8208,38,2017-09-06 17:02:25,2017-09-07 06:03:16
8209,131,2018-08-25 14:53:39,2018-08-25 16:34:13
8210,100,2017-07-15 23:03:44,2017-07-16 06:26:32
8211,160,2018-06-13 05:12:25,2018-06-13 19:33:46
8212,166,2017-09-27 05:43:26,2017-09-27 07:40:21
8213,74,2018-06-26 13:02:28,2018-06-26 13:12:17
8214,127,2018-07-25 05:56:03,2018-07-25 06:18:53
8215,102,2018-03-01 04:05:21,2018-03-01 04:24:22
8216,95,2018-02-01 05:37:14,2018-02-01 19:01:50
8217,43,2017-09-04 08:29:59,2017-09-05 05:35:43
8218,182,2018-03-23 04:23:27,2018-03-23 12:35:07
8219,1,2017-10-06 18:52:39,2017-10-06 22:25:05
8220,168,2018-07-09 13:53:51,2018-07-09 15:56:22
8221,81,2017-10-01 20:08:12,2017-10-02 04:25:07
8222,168,2017-07-30 12:21:37,2017-07-30 15:41:17
8223,180,2018-05-26 16:27:24,2018-05-27 04:27:23
8224,119,2017-09-08 14:52:28,2017-09-08 22:54:44
8225,14,2018-02-01 11:03:53,2018-02-01 22:13:51
8226,71,2018-09-01 08:08:08,2018-09-01 09:08:37
8227,200,2017-09-30 02:17:22,2017-09-30 03:24:29
8228,60,2018-06-18 06:10:51,2018-06-18 16:24:28
8229,30,2018-09-15 23:54:14,2018-09-16 00:41:01
8230,180,2018-01-23 00:54:56,2018-01-23 02:42:19
8231,3,2017-06-11 05:06:25,2017-06-11 07:57:00
8232,80,2018-01-16 08:21:02,2018-01-16 15:41:21
8233,73,2017-09-25 07:02:19,2017-09-25 15:22:32
8234,140,2017-07-02 21:20:01,2017-07-02 21:52:31
8235,11,2018-04-25 21:33:45,2018-04-26 09:19:11
8236,145,2018-08-21 20:32:49,2018-08-21 22:40:45
8237,67,2018-05-19 08:40:43,2018-05-19 11:13:47
8238,94,2017-11-11 05:16:39,2017-11-11 09:37:56
8239,122,2018-07-15 19:25:22,2018-07-15 22:35:08
8240,59,2018-07-22 20:20:00,2018-07-23 04:42:24
8241,73,2017-09-18 02:25:38,2017-09-18 10:49:53
8242,3,2017-08-27 17:34:12,2017-08-27 21:10:43
8243,31,2018-05-04 13:23:59,2018-05-04 13:59:40
8244,54,2018-09-25 22:42:17,2018-09-26 05:47:40
8245,79,2018-05-14 04:10:07,2018-05-14 04:38:37
8246,85,2018-06-18 23:11:59,2018-06-19 05:16:58
8247,164,2017-06-22 15:23:43,2017-06-23 13:20:02
8248,88,2018-02-13 15:25:22,2018-02-13 15:37:06
8249,148,2018-09-20 05:42:59,2018-09-20 06:04:34
8250,158,2018-01-31 17:17:28,2018-02-01 09:32:28
8251,118,2018-06-30 21:08:06,2018-07-01 00:32:01
8252,160,2017-07-11 17:30:39,2017-07-11 17:34:52
8253,17,2018-06-24 01:24:01,2018-06-24 11:55:15
8254,21,2017-10-09 22:22:01,2017-10-10 05:17:46
8255,19,2017-10-09 05:14:46,2017-10-09 08:20:11
8256,60,2018-08-02 21:33:39,2018-08-03 03:24:12
8257,17,2018-08-18 07:52:13,2018-08-18 12:11:51
8258,197,2018-04-27 03:21:27,2018-04-27 16:39:22
8259,105,2018-05-01 05:56:44,2018-05-01 10:08:10
8260,188,2017-08-14 22:45:41,2017-08-15 08:14:54
8261,72,2018-01-29 03:28:38,2018-01-29 04:31:39
8262,14,2018-05-11 13:54:53,2018-05-11 14:11:51
8263,60,2017-08-08 04:32:28,2017-08-08 05:45:21
8264,148,2018-08-15 10:06:55,2018-08-15 11:01:33
8265,102,2018-07-10 03:45:38,2018-07-10 15:45:22
8266,123,2018-05-28 03:43:10,2018-05-28 08:19:39
8267,146,2018-03-03 01:42:50,2018-03-03 15:16:26
8268,148,2017-07-19 07:07:41,2017-07-19 19:32:11
8269,52,2017-10-25 13:21:41,2017-10-26 01:22:21
8270,88,2017-06-25 21:03:15,2017-06-25 22:02:11
8271,143,2018-03-25 01:46:03,2018-03-25 05:30:29
8272,175,2018-02-27 02:17:12,2018-02-27 02:26:25
8273,192,2018-03-10 07:25:54,2018-03-10 09:34:00
8274,169,2017-11-24 18:13:56,2017-11-24 23:27:14
8275,96,2017-07-02 16:34:15,2017-07-02 19:03:48
8276,38,2017-08-29 15:19:30,2017-08-29 18:14:53
8277,25,2017-08-23 14:00:35,2017-08-24 05:30:08
8278,54,2017-11-21 21:56:58,2017-11-22 00:35:25
8279,139,2018-08-11 13:06:27,2018-08-12 04:44:09
8280,56,2018-08-19 00:19:40,2018-08-19 12:45:47
8281,86,2018-01-04 07:50:57,2018-01-04 11:56:08
8282,39,2018-09-21 23:05:21,2018-09-22 03:56:07
8283,100,2017-12-15 10:21:42,2017-12-15 13:12:54
8284,45,2017-08-08 02:09:49,2017-08-08 02:19:28
8285,175,2018-02-14 19:16:03,2018-02-15 06:40:04
8286,133,2017-08-04 04:53:02,2017-08-04 05:00:01
8287,187,2017-07-02 21:41:10,2017-07-03 01:24:15
8288,112,2018-05-16 04:42:45,2018-05-16 18:55:53
8289,135,2018-01-20 16:02:33,2018-01-21 08:12:08
8290,74,2017-08-14 05:53:22,2017-08-14 12:30:20
8291,29,2018-09-19 09:26:16,2018-09-19 13:20:40
8292,60,2017-08-16 04:34:43,2017-08-16 05:57:22
8293,20,2018-03-15 06:53:00,2018-03-15 19:17:58
8294,1,2017-07-08 15:59:56,2017-07-08 17:54:50
8295,148,2018-09-10 23:15:56,2018-09-11 02:38:24
8296,79,2018-04-29 12:00:03,2018-04-30 06:20:09
8297,80,2017-11-10 00:14:34,2017-11-10 03:31:03
8298,136,2017-12-23 11:48:26,2017-12-23 12:12:39
8299,79,2018-03-29 15:07:37,2018-03-29 18:26:49
8300,126,2018-07-27 17:16:14,2018-07-27 23:50:23
8301,192,2018-07-03 13:55:00,2018-07-03 18:46:21
8302,176,2017-06-04 03:43:29,2017-06-04 09:26:19
8303,86,2018-06-04 17:57:59,2018-06-05 03:57:29
8304,191,2017-10-31 04:08:18,2017-10-31 12:25:29
8305,145,2017-11-19 06:28:39,2017-11-19 23:03:29
8306,43,2018-02-01 03:35:36,2018-02-01 04:03:36
8307,30,2018-06-22 01:27:47,2018-06-22 06:13:38
8308,21,2018-01-07 10:49:40,2018-01-07 15:33:17
8309,120,2018-08-10 05:38:27,2018-08-10 06:46:21
8310,150,2018-08-28 03:12:55,2018-08-28 05:01:39
8311,62,2017-08-25 19:44:35,2017-08-26 01:54:07
8312,24,2018-09-19 15:05:46,2018-09-19 19:07:07
8313,26,2017-12-29 13:19:11,2017-12-29 15:01:48
8314,183,2018-07-07 10:17:04,2018-07-07 13:28:27
8315,85,2017-06-03 22:08:08,2017-06-04 01:54:12
8316,130,2017-09-13 08:20:20,2017-09-13 16:11:28
